"query_term","dryad_dataset_doi","dryad_dataset_id","title","authors","abstract","source_subjects","field_of_science","storage_size","latest_version_id","fetch_page"
"""community weighted mean"" trait plant","doi:10.5061/dryad.s7867",12643,"Data from: Simple measures of climate, soil properties and plant traits predict national scale grassland soil carbon stocks","Peter Manning; Franciska T. De Vries; Jerry R. B. Tallowin; Roger Smith; Simon R. Mortimer; Emma S. Pilgrim; Kate A. Harrison; Daniel G. Wright; Helen Quirk; Joseph Benson; Bill Shipley; Johannes H. C. Cornelissen; Jens Kattge; Gerhard Bönisch; Christian Wirth; Richard D. Bardgett","1. Soil carbon (C) storage is a key ecosystem service. Soil C stocks play a vital role in soil fertility and climate regulation, but the factors that control these stocks at regional and national scales are unknown, particularly when their composition and stability are considered. As a result, their mapping relies on either unreliable proxy measures or laborious direct measurements. 2. Using data from an extensive national survey of English grasslands, we show that surface soil (0–7 cm) C stocks in size fractions of varying stability can be predicted at both regional and national scales from plant traits and simple measures of soil and climatic conditions. 3. Soil C stocks in the largest pool, of intermediate particle size (50–250 μm), were best explained by mean annual temperature (MAT), soil pH and soil moisture content. The second largest C pool, highly stable physically and biochemically protected particles (0·45–50 μm), was explained by soil pH and the community abundance-weighted mean (CWM) leaf nitrogen (N) content, with the highest soil C stocks under N-rich vegetation. The C stock in the small active fraction (250–4000 μm) was explained by a wide range of variables: MAT, mean annual precipitation, mean growing season length, soil pH and CWM specific leaf area; stocks were higher under vegetation with thick and/or dense leaves. 4. Testing the models describing these fractions against data from an independent English region indicated moderately strong correlation between predicted and actual values and no systematic bias, with the exception of the active fraction, for which predictions were inaccurate. 5. Synthesis and applications. Validation indicates that readily available climate, soils and plant survey data can be effective in making local- to landscape-scale (1–100 000 km2) soil C stock predictions. Such predictions are a crucial component of effective management strategies to protect C stocks and enhance soil C sequestration.","particle size fractions; Community weighted mean; Soil carbon; soil organic matter; plant traits",,90990,12689,4
"""community weighted mean"" trait plant","doi:10.5061/dryad.gq156st",9414,"Data from: Abiotic heterogeneity underlies trait-based competition and assembly","Isabela L. Borges; Leila Z. Forsyth; Denon Start; Benjamin Gilbert","1. The fitness of individual species depends on their ability to persist and establish at low densities, just as the diversity of ecological communities depends on the establishment and persistence of low-density, ‘invader’ species. Theory predicts that abiotic conditions and the competitive make-up of resident communities jointly shape invader fitness, limiting the phenotypic identity of successful invaders. 2. We use an invasion experiment to ask how competitive traits of 20 introduced plant species alter their absolute fitness in fragments that differ in size, abiotic conditions and traits of the resident community. 3. We show that abiotic conditions interact with both invader traits and resident functional diversity to determine invader survival. Optimal invader traits depended on the soil characteristics, while greater resident trait diversity lowered invader fitness and had especially strong effects in low resource environments. Unlike other abiotic conditions, fragment size had consistent effects irrespective of invader identity, decreasing survival in larger fragments. 4. Synthesis. Our results illustrate how the abiotic environment mediates the effects of resident and invader traits on establishment, creating fitness landscapes that structure local diversity and the functional identities of successful species.","leaf dry matter content; alpha diversity; Community weighted mean; Specific leaf area",,148599,9455,4
"""community weighted mean"" trait plant","doi:10.5061/dryad.kc7186p",31758,"Data from: Functional diversity enhances, but exploitative traits reduce tree mixture effects on microbial biomass","Chen Chen; Xinli Chen","1. Soil microorganisms play key roles in terrestrial biodiversity and ecosystem functions. Despite recent progress in elucidating the association between plant diversity and soil microorganisms, it remains unclear whether the functional properties of plant mixtures might alter this association. 2. We examined whether the effects of tree species mixtures on soil microbial biomass were impacted by the functional diversity (FD) and community-weighted-mean (CWM) of tree mixtures, by conducting a global meta-analysis involving 123 paired observations of tree mixtures and the corresponding monocultures from 38 studies in forests. 3. We found that the tree mixture effect on microbial biomass increased with the FD of specific leaf area (SLA), leaf N and P content, as well as the FD based on all of these traits plus leaf dry matter content. Meanwhile, the responses of microbial biomass to tree mixtures decreased with the CWM of SLA, leaf N, and P content. The effects of FD and CWM remained consistent, despite variable tree species richness, stand age and climatic factors. 4. Our results provide a new insight that the functional properties of plants may alter the magnitude of the association between plant diversity and soil microorganisms.","microbial interactions; leaf nutrient content; plant mixture effect; Community-weighted-mean; niche complementarity; soil microbial biomass",,76915,39546,4
"""community weighted mean"" trait plant","doi:10.5061/dryad.5g6254c",27833,"Data from: Colonisation resistance and establishment success along gradients of functional and phylogenetic diversity in experimental plant communities","Thomas Galland; Guillaume Adeux; Hana Dvořáková; Anna E-Vojtkó; Ildikó Orbán; Michele Lussu; Javier Puy; Petr Blažek; Vojtech Lanta; Jan Leps; Francesco de Bello; Carlos Perez Carmona; Enrique Valencia; Lars Götzenberger","1. Functional and phylogenetic diversity (FD and PD respectively) of the resident community are expected to exert a key role in community resistance to colonisation by surrounding species, and their establishment success. However, few studies have explored this topic experimentally or evaluated the interactive effects of these diversity measures. 2. We implemented a diversity experiment to disentangle the role of FD and PD by sowing mixtures of 6 species, drawn from a pool of 19 species naturally coexisting in central European mesic meadows. The mixtures were designed to cover four independent combinations of high and low FD and PD. Species covers were estimated in spring and late summer over 2 growing seasons. We then assessed the establishment success of colonisers as a function of their mean traits and phylogenetic distance to the resident (i.e. sown) communities, as well as the resistance of the resident communities to natural colonisers as a function of their functional and phylogenetic structure. 3. Results generally indicated a temporal shift regarding which trait values made a coloniser successful, from an acquisitive strategy in early stages to a more conservative trait syndrome in later stages. 4. FD decreased community resistance to natural colonisation. However, PD tempered this effect: with high PD, FD was not significant, suggesting complementary information between these two components of biodiversity. On average, colonising species were more functionally distant from the resident species in sown communities with high functional diversity, i.e. those that were more colonised. 5. Synthesis. Our results confirm an interplay between FD and PD during community assembly processes, namely resistance to colonisers, suggesting that these two descriptors of biodiversity only partially overlap in their contribution to the overall ecological structure of a community. The hypothesis that higher FD increases resistance through a more complete use of resources was challenged. Results rather suggested that greater FD could provide an unsaturated functional trait space allowing functionally unique species to occupy it.","CWM - Community Weighted Mean; Mean pairwise distance; invaders; sowing experiment; niche complementarity",,264214,28825,4
"""community weighted mean"" trait plant","doi:10.5061/dryad.kh18932gb",136323,"Data from: Differential responses of community-level functional traits to mid- and late-season experimental drought in a temperate grassland","Erola Fenollosa; Philip Fernandes; Andy Hector; Hannah King; Clare Lawson; John Jackson; Rob Salguero-Gómez","Extreme precipitation events are becoming more intense and frequent due to climate change. This climatic shift is impacting the structure and dynamics of natural communities and the key ecosystem services they provide. Changes in species abundance under these conditions are thought to be mediated by functional traits, morpho-physiological characteristics of an organism that impact its fitness. Future environmental conditions may, therefore, favour different traits to those in present-day communities. After six years of manipulated precipitation levels, including drought (−50% of ambient precipitation), irrigation (+50% of ambient precipitation), and control (ambient precipitation), we measured five key functional traits (plant height, leaf dry matter content [LDMC], leaf thickness, specific leaf area [SLA], and leaf phosphorus concentration) in 586 individual vascular plants to study the effects of precipitation changes on community weighted functional traits. Additionally, we tested whether the precipitation change effects on the traits depend on the time of the growing season. As expected, reduced precipitation impacted community composition only for the late season timing, after the seasonal field mowing, but led to a significant change in all community-level plant traits between season timings. Under drought, communities shifted towards shorter individuals with thicker but small leaves and lower phosphorous content. Overall, a combination of community reassembly and intraspecific variation contributed to community-weighted differences between control and drought plots for plant height, SLA, and LDMC traits. Species turnover was the main driver of community-weighted means shifts in all traits in the late-season but SLA. Whereas all traits showed variations at the community level with drought, SLA and LDMC were the most responsive traits at the species level. Nevertheless, our results suggest underestimation of intraspecific variation due to sensitive species lower abundance under stress. No differences in community-weighted means of functional traits were observed between control and irrigated plots. Synthesis . Our findings suggest that functional trait composition of grassland communities may shift under climate change-induced drought, depending on the growing season timings . Trait-based attempts to predict ecosystem functioning must account for such temporal variation in community trait values.","Biological sciences; community weighted means; Drought; functional traits; intraspecific variability; grassland; plant population and community dynamics; Growing season timing; Multivariate trait variation","Biological sciences",83752,305922,4
"""community weighted mean"" trait plant","doi:10.5061/dryad.5mkkwh7f6",134405,"Data from: Environmental conditions differently shape leaf, seed and seedling trait composition between and within elevations of tropical montane forests","Maciej Barczyk","The composition of plant functional traits varies in response to environmental conditions due to processes of community assembly and species sorting. However, there is a lack of understanding of how plant trait composition responds to environmental conditions at different spatial scales and across the plant life cycle. We investigated the trait composition of leaves (specific leaf area), seeds (seed mass) and seedlings (initial seedling height) across elevations and within elevations in relation to soil and light conditions in a tropical montane forest in southern Ecuador. We surveyed traits and communities of adult trees, seeds and seedlings on nine plots at three elevations (1000-3000 m a.s.l.) and calculated community-weighted mean trait values to analyse trait variation across and within elevations. In addition, we measured two environmental factors (soil C/N ratio and canopy openness) to quantify local-scale variation in environmental conditions within elevations. We found that community-weighted means of specific leaf area, seed mass and initial seedling height decreased consistently with increasing elevation. Within elevations, mean trait values of trees, seeds and seedlings responded differently to local-scale environmental conditions. Specific leaf area decreased with increasing soil C/N ratio, and initial seedling height decreased with increasing canopy openness. Seed mass was associated neither with soil nor with light conditions. Our findings show that broad-scale and local-scale processes differently shape the composition of leaf, seed and seedling traits in tropical forests, indicating a scale-dependence in trait-environment associations. Furthermore, plant traits corresponding to different life stages were related differently to environmental conditions within elevations. Community assembly processes may therefore lead to differences in species sorting at early and late plant life stages.","Earth and related environmental sciences; Community assembly; community-weighted means; functional traits; plant ecological strategy; Podocarpus National Park","Earth and related environmental sciences",101902,299523,4
"""community weighted mean"" trait plant","doi:10.5061/dryad.1vhhmgr5z",155629,"Functional traits are moderate predictors of above- and belowground biomass in multispecies seagrass habitats","Camilla Gustafsson; Renae Hovey; Ylva Olsen; John Statton; Gary Kendrick","Seagrasses are important ecosystem engineers that maintain biodiversity and modify the abiotic and biotic environment. At present, we are lacking a wider understanding on the functional traits that predict seagrass biomass stock, whether trait-biomass associations vary across multispecies seagrass habitats and which biodiversity mechanisms explain variation in ecosystem functions in seagrass ecosystems. To explore which traits predict biomass, we conducted a field survey along 1500 km coastline of Western Australia, where species-rich seagrass meadows are common. We sampled multispecies meadows at 14 sites in coastal embayments or estuarine habitats and measured seven morphological and biochemical traits of multiple species. Our aim was to explore the functional structure of seagrass communities in coastal embayments and estuaries and investigate how various components of diversity (species richness, community-weighted mean traits (CWM), and functional dispersion (FDis)) predict above- and belowground biomass in multispecies seagrass habitats by using piecewise structural equation modelling.  Trait-biomass associations ranged from strong (standardized path coefficient 0.5) to weak (&lt; 0.2). More traits predicted belowground than aboveground biomass, and the total explained variance was higher when conducting separate analysis for coastal embayments compared to including both seagrass habitats. Site-level variation accounted for the largest part of the explained variation in biomass stock as the overall explanatory power of traits to biomass was low (r2 &lt; 0.3). For individual traits, mass ratio effects (CWM) primarily predicted biomass in both coastal embayments and estuaries, and species were functionally similar (low FDis).  Our study concludes that functional traits act as moderate predictors of biomass stock across multispecies temperate seagrass habitats, but environmental context is of more importance. Our results further demonstrate that the main biodiversity mechanism driving biomass allocation in multispecies seagrass communities is through dominance rather than complementarity, and co-existing species show similarity in their functional traits. The predictive strength of individual traits to biomass varied between different seagrass habitats, indicating context-dependency in trait-biomass associations. More research is needed to understand how patterns in functional diversity are regulated by the environment and how such patterns relate to other ecosystem properties and services sustained by these important ecosystems.","Biological sciences; aquatic plant ecology; Biodiversity; ecosystem function; effect trait; functional diversity ; macrophytes; structural equation modelling; community-weighted mean","Biological sciences",65647,359236,4
"""community weighted mean"" trait plant","doi:10.5061/dryad.gb5mkkwxn",127506,"Data from: Native plant traits and invasibility of restored communities: Importance of environmental context and trait hierarchies","Sarah Kimball; Monica Nguyen; Jennifer Funk; Greg Vose; Travis Huxman","During community assembly, theory predicts trait convergence among species due to environmental filtering, and trait divergence due to biotic filtering. Learning how traits of non-native species enable them to overcome these filters informs the process of invasion. We manipulated mixtures of native plants in a large restoration project in Southern California that was initially dominated by non-native annual grasses and forbs but was restored to a mixture of native shrubs, grasses, and forbs.  We measured subsequent establishment and performance by three non-native species ( Brassica nigra , Salsola tragus, and Sonchus oleraceus ) on N- and S-facing slopes to investigate relationships between the abiotic environment, native community composition, and invasibility in the context of trait-driven ecological filters. We then evaluated which community metrics influenced invader performance and tested whether relationships between invader performance and community-weighted traits varied depending on slope aspect. Plots with slow-growing native shrubs contained less of the fast-growing invasive,  Brassica nigra . Invasibility was greatest in native communities restored with native grass and on N-facing slopes. Traits of individual species indicated relatively greater biotic as compared to environmental filtering. For example, abundance of Phacelia cicutaria , a native annual with traits most like invasive Brassica nigra , was negatively correlated with abundance of that invasive. Several community-weighted trait metrics were also significantly related to invasibility, but the direction of the relationship varied depending on the specific functional trait, community-weighted trait measure (mean or dispersion), invader, and slope aspect. The native functional group that was more likely to prevent invasion by non-native annual species (native shrubs) was different from the single species that most prevented invasion (a native forb). In restoration planning, functional groups and trait values of individual species may point to different mixtures of native species that prevent invasion by specific non-natives, depending on priority effects. Understanding the priority effects and trait hierarchies that underly biotic filtering appears critical to interpreting community-weighted traits and their complexity of responses to environmental variation in space and time. ","Natural sciences; California grassland; coastal sage scrub; Community assembly; Community weighted mean; Ecological restoration; Ecological filters; functional traits; limiting similarity; Mediterranean-climate system; non-native species; slope aspect","Natural sciences",306008,304503,4
"""community weighted mean"" trait plant","doi:10.5061/dryad.51883",9585,"Data from: Tree species diversity promotes aboveground carbon storage through functional diversity and functional dominance","Sylvanus Mensah; Ruan Veldtman; Achille E. Assogbadjo; Romain Glèlè Kakaï; Thomas Seifert","The relationship between biodiversity and ecosystem function has increasingly been debated as the cornerstone of the processes behind ecosystem services delivery. Experimental and natural field-based studies have come up with nonconsistent patterns of biodiversity–ecosystem function, supporting either niche complementarity or selection effects hypothesis. Here, we used aboveground carbon (AGC) storage as proxy for ecosystem function in a South African mistbelt forest, and analyzed its relationship with species diversity, through functional diversity and functional dominance. We hypothesized that (1) diversity influences AGC through functional diversity and functional dominance effects; and (2) effects of diversity on AGC would be greater for functional dominance than for functional diversity. Community weight mean (CWM) of functional traits (wood density, specific leaf area, and maximum plant height) were calculated to assess functional dominance (selection effects). As for functional diversity (complementarity effects), multitrait functional diversity indices were computed. The first hypothesis was tested using structural equation modeling. For the second hypothesis, effects of environmental variables such as slope and altitude were tested first, and separate linear mixed-effects models were fitted afterward for functional diversity, functional dominance, and both. Results showed that AGC varied significantly along the slope gradient, with lower values at steeper sites. Species diversity (richness) had positive relationship with AGC, even when slope effects were considered. As predicted, diversity effects on AGC were mediated through functional diversity and functional dominance, suggesting that both the niche complementarity and the selection effects are not exclusively affecting carbon storage. However, the effects were greater for functional diversity than for functional dominance. Furthermore, functional dominance effects were strongly transmitted by CWM of maximum plant height, reflecting the importance of forest vertical stratification for diversity–carbon relationship. We therefore argue for stronger complementary effects that would be induced also by complementary light-use efficiency of tree and species growing in the understory layer.","carbon stock; Maximum plant height; structural equation modelling; community weight mean; niche complementarity",,146548,9626,4
"""community weighted mean"" trait plant","doi:10.5061/dryad.3bk3j9kxt",161779,"Data from: Community-level trait variation of epiphytic bryophytes supports trade-off aligned with leaf-economic spectrum in vertically stratified tropical montane cloud forest canopies","Daniel B.L. Tucker; Sybil G. Gotsch; Damon Vaughan; S. Robbert Gradstein; Luisa Moreno; Nancy Shackelford; Brian M. Starzomski","Tropical montane cloud forests are among the most biodiverse ecosystems on Earth, and are vulnerable to climate change due to reliance on atmospheric moisture. Epiphytic bryophytes (i.e., mosses, liverworts, hornworts) dominate these ecosystems and drive important ecosystem processes, yet their underlying strategies of resource use and functional structure within the canopy are not well understood. Community-level functional trait analyses along environmental gradients are valuable for understanding patterns of plant resource use in ecosystems. Along environmental gradients, intraspecific trait variation may obscure or drive patterns of functional structure but has often been overlooked. We examined bryophyte community functional structure among three vertically stratified zones in a Caribbean slope tropical montane cloud forest near Monteverde, Costa Rica. We tested how morphological and water-related traits associated with bryophyte economic spectra differ among vertical zones within cloud forest trees and determined the relative importance of intraspecific variation in shaping this structure. Functional structure differed significantly among zones and is suggestive of an economic trade-off whereby structural investment toward water holding capacity for species in the canopy comes at the cost of photosynthetic capacity, and vice versa on the trunk and base. Patterns of functional structure were mostly due to species turnover rather than intraspecific trait variation, which was supported by clear shifts in community composition among zones, and by species with high fidelity to specific zones. We found 171 bryophyte species (50 mosses, 120 liverworts, 1 hornwort), including 9 new species for Costa Rica, and 4 new for Central America. Our results suggest that these extremely diverse epiphytic bryophyte communities exhibit acquisition-conservation trade-offs in resource use like those known in vascular plants.","Natural sciences; bryophytes; community-weighted mean; functional structure; Intraspecific trait variation; Monteverde; tropical montane cloud forest","Natural sciences",111005,375417,5
"""community weighted mean"" trait plant","doi:10.5061/dryad.jm63xsjqw",176158,"Data from: Rethinking community-weighted means: Why geometric averages matter","Congcong Liu; Ying Li","Community-weighted means (CWMs) are central metrics in trait-based ecology, widely used to link species’ traits to community assembly and ecosystem function. Traditionally, CWMs are calculated as community-weighted arithmetic means (arithmetic CWMs), implicitly assuming normally distributed traits. However, most plant traits follow log-normal distributions, making arithmetic CWMs potentially misleading and biased toward extreme values. Here, we argue for the adoption of community-weighted geometric means (geometric CWMs) as a statistically robust alternative that better reflects the central tendency of log-normal traits. We discuss the conceptual rationale, illustrate differences between arithmetic and geometric CWMs using examples, and outline practical recommendations for applying geometric averaging in trait analyses. By acknowledging trait distributions, geometric CWMs can refine ecological inference, improve cross-study comparability, and advance our understanding of community structure and function.","Biological sciences; community-weighted mean; Plant functional traits; Trait-environment relationship","Biological sciences",32189,417877,5
"""community weighted mean"" trait plant","doi:10.5061/dryad.kk914",5946,"Data from: Potential trajectories of old-growth Neotropical forest functional composition under climate change","Adina Chain-Guadarrama; Pablo Imbach; Sergio Vilchez-Mendoza; Lee A. Vierling; Bryan Finegan","Quantifying relationships between plant functional traits and abiotic gradients is valuable for evaluating potential responses of forest communities to climate change. However, the trajectories of change expected to occur in tropical forest functional characteristics as a function of future climate variation are largely unknown. We modeled community level trait values of Costa Rican rain forests as a function of current and future climate, and quantified potential changes in functional composition. We calculated per-plot community weighted mean (CWM) trait values for leaf area (LA), specific leaf area (SLA), leaf dry matter content (LDMC), leaf nitrogen (N) and phosphorus (P) content, and wood basic specific gravity (WSG), for tree and palm species in 127 0.25 ha plots. We modeled the response of CWM traits to current temperature and precipitation gradients using generalized additive modeling. We then predicted and mapped CWM traits values under current and future climate, and quantified potential changes under a global warming scenario (RCP8.5, year 2050). We calculated the area within the multi trait functional space occupied by forest plots under both current and future climate, and determined potential changes in functional space occupied by forest plots. Overall, precipitation predicted CWM traits better than temperature. Models indicated increases in CWM SLA, N and P, and a decrease in CWM LDMC under climate change. Lowland forest communities converged on a single direction of change towards more acquisitive CWM trait values, indicating a change in forest functional composition resulting from a changed climate. Functional space occupied by forest plots was reduced by 50% under the future climate. Functional composition changes may have further effects on forests ecosystem services. Assessing functional trait spatial-gradients can help bridge the gap between species-based biogeography and biogeochemical approaches to strengthen biodiversity and ecosystem services conservation efforts.","Community weighted mean",,329607,5981,5
"""community weighted mean"" trait plant","doi:10.5061/dryad.t87f0",9501,"Data from: Community- weighted mean plant traits predict small scale distribution of insect root herbivore abundance","Ilja Sonnemann; Hans Pfestorf; Florian Jeltsch; Susanne Wurst","Small scale distribution of insect root herbivores may promote plant species diversity by creating patches of different herbivore pressure. However, determinants of small scale distribution of insect root herbivores, and impact of land use intensity on their small scale distribution are largely unknown. We sampled insect root herbivores and measured vegetation parameters and soil water content along transects in grasslands of different management intensity in three regions in Germany. We calculated community-weighted mean plant traits to test whether the functional plant community composition determines the small scale distribution of insect root herbivores. To analyze spatial patterns in plant species and trait composition and insect root herbivore abundance we computed Mantel correlograms. Insect root herbivores mainly comprised click beetle (Coleoptera, Elateridae) larvae (43%) in the investigated grasslands. Total insect root herbivore numbers were positively related to community-weighted mean traits indicating high plant growth rates and biomass (specific leaf area, reproductive- and vegetative plant height), and negatively related to plant traits indicating poor tissue quality (leaf C/N ratio). Generalist Elaterid larvae, when analyzed independently, were also positively related to high plant growth rates and furthermore to root dry mass, but were not related to tissue quality. Insect root herbivore numbers were not related to plant cover, plant species richness and soil water content. Plant species composition and to a lesser extent plant trait composition displayed spatial autocorrelation, which was not influenced by land use intensity. Insect root herbivore abundance was not spatially autocorrelated. We conclude that in semi-natural grasslands with a high share of generalist insect root herbivores, insect root herbivores affiliate with large, fast growing plants, presumably because of availability of high quantities of food. Affiliation of insect root herbivores with large, fast growing plants may counteract dominance of those species, thus promoting plant diversity.","insect root herbivores; insect larvae; Elateridae; management intensity; Spatial distribution; plant traits",,149298,9542,5
"""community weighted mean"" trait plant","doi:10.7291/D1CQ4S",112628,"Land tenure security and luxury support plant species and trait diversity in urban community gardens","Stacy Philpott; Peter Bichier; Genesis Perez; Shalene Jha; Heidi Liere; Brenda Lin","Urban ecological communities are shaped by an array of environmental and physical factors that include climate, biogeography, species interactions, dispersal, and ecological filters at the habitat and landscape scales. In addition, in urban systems, many social dynamics, decision-making processes, and other social characteristics, such as development, policy, government actions, as well as socioeconomic status of residents – the so-called ‘luxury’ effect – may also play strong roles in shaping which species occur within the urban context. This interaction between ecological and social drivers may impact the species richness of communities, and may also influence their functional traits and functional diversity, with important implications for ecosystem services provided within urban spaces. Urban agroecosystems provide food and other well-being benefits to urban residents and are valuable green spaces in the city that provide refuges for biodiversity. Despite this fact, one of the biggest risks to gardens is insecure land tenure. While plant communities within gardens may be shaped by gardener demographics, food cultures, and ecological processes, little is known about how factors such as luxury and land tenure security may impact plant diversity, plant functional traits, and functional diversity, as well as species and trait composition. In this study, we ask how garden physical features, luxury, and land tenure security influence plant species richness, functional diversity, and species and trait composition within gardens in the California central coast. We found that land tenure secure gardens had higher plant and crop richness. Variables associated with garden luxury boosted ornamental plant richness, flower abundance and height, lowered crop richness, and strongly impacted plant species composition. Garden plot size negatively correlated with plant species and functional richness and relative abundance of trees. Weed species richness was not impacted by any social or physical feature examined. Thus overall, in community gardens, cultivated plants, and their traits, are strongly shaped by the socioeconomic factors of land tenure security and luxury as well as the spatial distribution and size of garden plots, with important implications for both conservation and ecosystem services provided by garden habitats within cities.","Biological sciences; agroecosystem; diversity; community weighted means; ornamental plant; luxury effect","Biological sciences",347575,243175,5
"""community weighted mean"" trait plant","doi:10.5061/dryad.v475g",17059,"Data from: Integrating correlation between traits improves spatial predictions of plant functional composition","Rafael O. Wüest; Tamara Muenkenmuller; Sebastien Lavergne; Laura Pollock; Wilfried Thuiller","Functional trait composition is increasingly recognized as key to better understand and predict community responses to environmental gradients. Predictive approaches traditionally model the weighted mean trait values of communities (CWMs) as a function of environmental gradients. However, most approaches treat traits as independent regardless of known trade-offs between them, which could lead to spurious predictions. To address this issue, we suggest jointly modeling a suit of functional traits along environmental gradients while accounting for relationships between traits. We use generalized additive mixed effect models to predict the functional composition of alpine grasslands in the Guisane Valley (France). We demonstrate that, compared to traditional approaches, joint trait models explain considerable amounts of variation in CWMs, yield less uncertainty in trait CWM predictions and provide more realistic spatial projections when extrapolating to novel environmental conditions. Modeling traits and their co-variation jointly is an alternative and superior approach to predicting traits independently. Additionally, compared to a “predict first, assemble later” approach that estimates trait CWMs post hoc based on stacked species distribution models, our “assemble first, predict later” approach directly models trait-responses along environmental gradients, and does not require data and models on species’ distributions, but only mean functional trait values per community plot. This highlights the great potential of joint trait modeling approaches in large-scale mapping applications, such as spatial projections of the functional composition of vegetation and associated ecosystem services as a response to contemporary global change.","generalized additive mixed effect models; Community weighted mean; response and effect traits",,40004,17119,5
"""community weighted mean"" trait plant","doi:10.5061/dryad.cz8w9gj06",37587,"Using proxies of microbial community‐weighted means traits to explain the cascading effect of management intensity, soil and plant traits on ecosystem resilience in mountain grasslands","Gabin Piton; Nicolas Legay; Cindy Arnoldi; Sandra Lavorel; Jean-Christophe Clément; Arnaud Foulquier; Jean Christophe Clément","1. Trait-based approaches provide a framework to understand the role of functional biodiversity on ecosystem functioning under global change. While plant traits have been reported as potential drivers of soil microbial community composition and resilience, studies directly assessing microbial traits are scarce, limiting our mechanistic understanding of ecosystem functioning. 2. We used microbial biomass and enzyme stoichiometry, and mass-specific enzymes activity as proxies of microbial community-weighted mean (CWM) traits, to infer trade-offs in microbial strategies of resource use with cascading effects on ecosystem resilience. We simulated a drought event on intact plant-soil mesocosms extracted from mountain grasslands along a management intensity gradient. Ecosystem processes and properties related to nitrogen cycling were quantified before, during and after drought to characterize ecosystem resilience. 3. Soil microbial CWM traits and ecosystem resilience to drought were strongly influenced by grassland type. Structural equation modelling revealed a cascading effect from management to ecosystem resilience through modifications in soil nutrients, and plant and microbial CWM traits. Overall, our results depict a shift from high investment in extracellular enzymes in nutrient poor soils (oligotrophic strategy), to a copiotrophic strategy with low microbial biomass N:P and low investment in extracellular enzymes associated with exploitative plant traits in nutrient rich soils. 4. Microbial CWM traits responses to management intensity were highly related to ecosystem resilience. Microbial communities with a copiotrophic strategy had lower resistance but higher recovery to drought, while microbial communities with an oligotrophic strategy showed the opposite responses. The unexpected trade-off between plant and microbial resistance suggested that the lower resistance of copiotrophic microbial communities enabled plant resistance to drought. 5. Synthesis Grassland management has cascading effects on ecosystem resilience through its combined effects on soil nutrients and plant traits propagating to microbial traits and resilience. We suggest that intensification of permanent grassland management and associated increases in soil nutrient availability decreased plant-microbe competition for N under drought through the selection of drought-sensitive microbial communities with a copiotrophic strategy that promoted plant resistance. Including proxies of microbial CWM traits into the functional trait framework will strengthen our understanding of soil ecosystem functioning under global change.","extracellular enzymes; Mountain grassland; soil microbial community; Stoichiometry",,108225,44262,5
"""community weighted mean"" trait plant","doi:10.5061/dryad.m6n56",18492,"Data from: Predicting peatland carbon fluxes from non-destructive plant traits","Ellie M. Goud; Tim R. Moore; Nigel T. Roulet","1. Determining the plant traits that best predict carbon (C) storage is increasingly important as global change drivers will affect plant species composition and ecosystem C cycling. Despite the critical role of peatlands in the global C cycle, trait-flux relationships in peatlands are relatively unknown. 2. We assessed the ability of four non-destructive plant traits to predict carbon dioxide (CO2) and methane (CH4) fluxes over two growing seasons in a temperate peatland in Ontario, Canada. We examined relationships between C-fluxes and leaf area, leaf persistence (deciduous, evergreen), growth form (woody, herbaceous), and aerenchyma tissue. To explore potential inconsistencies between different scales of data aggregation, traits were analysed at the level of plots, species and microsites. 3. CO2 fluxes showed a positive relationship with leaf area and leaf persistence, and a negative relationship with proportion of woody species. CH4 fluxes showed a positive relationship with aerenchyma and leaf area. The significance of trait-flux relationships differed based on whether data were averaged at the level of plot, species or microsite. 4. We recommend applying leaf area as a non-destructive trait to other systems where it is not ideal to measure traits destructively. A better understanding of the relationships between above and belowground traits is likely needed to further explain variation in ecosystem respiration and CH4 fluxes from plant traits.","net ecosystem exchange; peatlands; Community weighted mean; Methane; aerenchyma; leaf size; plant traits",,29653,18555,5
