species_name,family,genus,higher_plant_group,subfamily,growth_form_canonical,growth_form_n_records,growth_form_conflict,is_graminoid,is_bamboo,is_bryophyte
Gonatopus boivinii,,Gonatopus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gongora aceras,,Gongora,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Gongora armeniaca,,Gongora,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Gongora cassidea,,Gongora,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Gongora claviodora,,Gongora,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Gongora fulva,,Gongora,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Gongora gracilis,,Gongora,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Gongora grossa,,Gongora,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Gongora ilense,,Gongora,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Gongora leucochila,,Gongora,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Gongora quinquenervis,,Gongora,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Gongora unicolor,,Gongora,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Gongronema latifolium,,Gongronema,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gongrostylus costaricensis,,Gongrostylus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gongylocarpus rubricaulis,,Gongylocarpus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gongylolepis martiana,,Gongylolepis,,,tree,1,FALSE,FALSE,FALSE,FALSE
Goniocaulon indicum,,Goniocaulon,,,herb,1,FALSE,FALSE,FALSE,FALSE
Goniochilus leochilinus,,Goniochilus,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Goniodiscus elaeospermus,,Goniodiscus,,,tree,1,FALSE,FALSE,FALSE,FALSE
Goniopteris macrotis,,Goniopteris,,,herb,1,FALSE,FALSE,FALSE,FALSE
Goniopteris prolifera,,Goniopteris,,,herb,1,FALSE,FALSE,FALSE,FALSE
Goniostachyum citrosum,,Goniostachyum,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Goniothalamus malayanus,,Goniothalamus,,,tree,3,FALSE,FALSE,FALSE,FALSE
Goniothalamus rufus,,Goniothalamus,,,tree,1,FALSE,FALSE,FALSE,FALSE
Goniothalamus sesquipedalis,,Goniothalamus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Goniothalamus simonsii,,Goniothalamus,,,tree,1,FALSE,FALSE,FALSE,FALSE
Goniothalamus velutinus,,Goniothalamus,,,tree,2,FALSE,FALSE,FALSE,FALSE
Gonocalyx costaricensis,,Gonocalyx,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Gonocalyx megabracteolatus,,Gonocalyx,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Gonocalyx pterocarpus,,Gonocalyx,,,unknown,17,FALSE,FALSE,FALSE,FALSE
Gonocarpus aggregatus,,Gonocarpus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gonocarpus chinensis,,Gonocarpus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gonocarpus micranthus,,Gonocarpus,,,herb,2,FALSE,FALSE,FALSE,FALSE
Gonocarpus tetragynus,,Gonocarpus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gonocarpus teucrioides,,Gonocarpus,,,herb,4,TRUE,FALSE,FALSE,FALSE
Gonocaryum gracile,,Gonocaryum,,,tree,29,TRUE,FALSE,FALSE,FALSE
Gonocaryum lobbianum,,Gonocaryum,,,tree,3,FALSE,FALSE,FALSE,FALSE
Gonolobus albomarginatus,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus antennatus,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus arizonicus,,Gonolobus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gonolobus barbatus,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus cuajayote,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus erianthus,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus fimbriatiflorus,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus fraternus,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus fuscoviolaceus,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus grandiflorus,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus grayumii,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus heterophyllus,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus inaequalis,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus incerianus,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus jaliscensis,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus lasiostemma,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus lasiostomus,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus leianthus,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus lewisii,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus luridus,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus nemorosus,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus niger,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus ophioglossa,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus patens,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus pectinatus,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus roeanus,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus rostratus,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus saraguranus,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus selloanus,,Gonolobus,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gonolobus taylorianus,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus truncatifolius,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus uniflorus,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonolobus variabilis,,Gonolobus,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gonostegia hirta,,Gonostegia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gonostegia pentandra,,Gonostegia,,,shrub,2,TRUE,FALSE,FALSE,FALSE
Gonystylus acuminatus,,Gonystylus,,,tree,6,FALSE,FALSE,FALSE,FALSE
Gonystylus affinis,,Gonystylus,,,tree,2,FALSE,FALSE,FALSE,FALSE
Gonystylus areolatus,,Gonystylus,,,tree,1,FALSE,FALSE,FALSE,FALSE
Gonystylus bancanus,,Gonystylus,,,tree,1,FALSE,FALSE,FALSE,FALSE
Gonystylus brunnescens,,Gonystylus,,,tree,2,FALSE,FALSE,FALSE,FALSE
Gonystylus calophylloides,,Gonystylus,,,tree,1,FALSE,FALSE,FALSE,FALSE
Gonystylus confusus,,Gonystylus,,,tree,3,FALSE,FALSE,FALSE,FALSE
Gonystylus forbesii,,Gonystylus,,,tree,1,FALSE,FALSE,FALSE,FALSE
Gonystylus keithii,,Gonystylus,,,tree,1,FALSE,FALSE,FALSE,FALSE
Gonystylus macrophyllus,,Gonystylus,,,tree,1,FALSE,FALSE,FALSE,FALSE
Gonystylus maingayi,,Gonystylus,,,tree,2,FALSE,FALSE,FALSE,FALSE
Gonystylus punctatus,,Gonystylus,,,tree,1,FALSE,FALSE,FALSE,FALSE
Gonystylus velutinus,,Gonystylus,,,tree,1,FALSE,FALSE,FALSE,FALSE
Gonystylus xylocarpus,,Gonystylus,,,tree,1,FALSE,FALSE,FALSE,FALSE
Gonzalagunia affinis,,Gonzalagunia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gonzalagunia bifida,,Gonzalagunia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Gonzalagunia brenesii,,Gonzalagunia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gonzalagunia bunchosioides,,Gonzalagunia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gonzalagunia cornifolia,,Gonzalagunia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gonzalagunia dependens,,Gonzalagunia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gonzalagunia dicocca,,Gonzalagunia,,,tree,2,TRUE,FALSE,FALSE,FALSE
Gonzalagunia discolor,,Gonzalagunia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gonzalagunia dodsonii,,Gonzalagunia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Gonzalagunia killipii,,Gonzalagunia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gonzalagunia mildrediae,,Gonzalagunia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gonzalagunia osaensis,,Gonzalagunia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gonzalagunia ovatifolia,,Gonzalagunia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gonzalagunia pachystachya,,Gonzalagunia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gonzalagunia panamensis,,Gonzalagunia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gonzalagunia pauciflora,,Gonzalagunia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gonzalagunia rosea,,Gonzalagunia,,,tree,8,TRUE,FALSE,FALSE,FALSE
Gonzalagunia rudis,,Gonzalagunia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gonzalagunia sagreana,,Gonzalagunia,,,tree,3,FALSE,FALSE,FALSE,FALSE
Gonzalagunia sessilifolia,,Gonzalagunia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gonzalagunia sororia,,Gonzalagunia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gonzalagunia spicata,,Gonzalagunia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Gonzalagunia thyrsoidea,,Gonzalagunia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Goodenia bellidifolia,,Goodenia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Goodenia cycloptera,,Goodenia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Goodenia dimorpha,,Goodenia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Goodenia fascicularis,,Goodenia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Goodenia glauca,,Goodenia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Goodenia hederacea,,Goodenia,,,herb,2,FALSE,FALSE,FALSE,FALSE
Goodenia heterochila,,Goodenia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Goodenia heterophylla,,Goodenia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Goodenia lunata,,Goodenia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Goodenia ovata,,Goodenia,,,shrub,2,FALSE,FALSE,FALSE,FALSE
Goodenia paniculata,,Goodenia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Goodenia pinnatifida,,Goodenia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Goodenia pusilliflora,,Goodenia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Goodenia stelligera,,Goodenia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Goodmania luteola,,Goodmania,,,herb,1,FALSE,FALSE,FALSE,FALSE
Goodyera bradeorum,,Goodyera,,,herb,1,FALSE,FALSE,FALSE,FALSE
Goodyera erosa,,Goodyera,,,herb,1,FALSE,FALSE,FALSE,FALSE
Goodyera hemsleyana,,Goodyera,,,herb,1,FALSE,FALSE,FALSE,FALSE
Goodyera major,,Goodyera,,,herb,1,FALSE,FALSE,FALSE,FALSE
Goodyera oblongifolia,,Goodyera,,,herb,2,FALSE,FALSE,FALSE,FALSE
Goodyera ovatilabia,,Goodyera,,,herb,1,FALSE,FALSE,FALSE,FALSE
Goodyera procera,,Goodyera,,,herb,1,FALSE,FALSE,FALSE,FALSE
Goodyera pubescens,,Goodyera,,,herb,1,FALSE,FALSE,FALSE,FALSE
Goodyera repens,,Goodyera,,,herb,1,FALSE,FALSE,FALSE,FALSE
Goodyera tesselata,,Goodyera,,,herb,1,FALSE,FALSE,FALSE,FALSE
Goodyera yunnanensis,,Goodyera,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gordonia axillaris,,Gordonia,,,tree,51,FALSE,FALSE,FALSE,FALSE
Gordonia borneensis,,Gordonia,,,tree,20,FALSE,FALSE,FALSE,FALSE
Gordonia brandegeei,,Gordonia,,,tree,8,FALSE,FALSE,FALSE,FALSE
Gordonia brenesii,,Gordonia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Gordonia fruticosa,,Gordonia,,,tree,19,FALSE,FALSE,FALSE,FALSE
Gordonia obtusa,,Gordonia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Gordonia planchonii,,Gordonia,,,tree,5,FALSE,FALSE,FALSE,FALSE
Gordonia portoricensis,,Gordonia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Gordonia pubescens,,Gordonia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Gordonia robusta,,Gordonia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Gorgonidium bulbostylum,,Gorgonidium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gorgonidium mirabile,,Gorgonidium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gorgonidium striatum,,Gorgonidium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gorgonidium vargasii,,Gorgonidium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gorgonidium vermicidum,,Gorgonidium,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gormania spathulifolia,,Gormania,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gorteria corymbosa,,Gorteria,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gorteria diffusa,,Gorteria,,,herb,2,FALSE,FALSE,FALSE,FALSE
Gorteria personata,,Gorteria,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gossampinus valetonii,,Gossampinus,,,tree,1,FALSE,FALSE,FALSE,FALSE
Gossia acmenoides,,Gossia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Gossia bidwillii,,Gossia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Gossia hillii,,Gossia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Gossia lucida,,Gossia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Gossia shepherdii,,Gossia,,,tree,2,FALSE,FALSE,FALSE,FALSE
Gossweilerodendron balsamiferum,,Gossweilerodendron,,,tree,1,FALSE,FALSE,FALSE,FALSE
Gossypianthus lanuginosus,,Gossypianthus,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gossypioides kirkii,,Gossypioides,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gossypium arboreum,,Gossypium,,,shrub,3,FALSE,FALSE,FALSE,FALSE
Gossypium aridum,,Gossypium,,,tree,1,FALSE,FALSE,FALSE,FALSE
Gossypium barbadense,,Gossypium,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gossypium davidsonii,,Gossypium,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gossypium gossypioides,,Gossypium,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gossypium harknessii,,Gossypium,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gossypium herbaceum,,Gossypium,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gossypium hirsutum,,Gossypium,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gossypium sturtianum,,Gossypium,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Gossypium thurberi,,Gossypium,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gossypium triphyllum,,Gossypium,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gouania adenophora,,Gouania,,,vine,7,FALSE,FALSE,FALSE,FALSE
Gouania aptera,,Gouania,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gouania axilliflora,,Gouania,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gouania blanchetiana,,Gouania,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gouania colombiana,,Gouania,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gouania colurnifolia,,Gouania,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gouania cornifolia,,Gouania,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gouania cucullata,,Gouania,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gouania eurycarpa,,Gouania,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gouania frangulifolia,,Gouania,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gouania gagnei,,Gouania,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gouania hillebrandii,,Gouania,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gouania javanica,,Gouania,,,vine,2,FALSE,FALSE,FALSE,FALSE
Gouania latifolia,,Gouania,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gouania laxiflora,,Gouania,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gouania leptostachya,,Gouania,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gouania lineata,,Gouania,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gouania longipetala,,Gouania,,,vine,2,FALSE,FALSE,FALSE,FALSE
Gouania longispicata,,Gouania,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gouania lupuloides,,Gouania,,,vine,30,FALSE,FALSE,FALSE,FALSE
Gouania lydgatei,,Gouania,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gouania mannii,,Gouania,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gouania meyenii,,Gouania,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gouania microcarpa,,Gouania,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gouania mollis,,Gouania,,,vine,3,FALSE,FALSE,FALSE,FALSE
Gouania oliveri,,Gouania,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gouania pilata,,Gouania,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gouania polygama,,Gouania,,,vine,32,FALSE,FALSE,FALSE,FALSE
Gouania remyi,,Gouania,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gouania rosei,,Gouania,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gouania sandwichiana,,Gouania,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Gouania stipularis,,Gouania,,,vine,2,FALSE,FALSE,FALSE,FALSE
Gouania ulei,,Gouania,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gouania urticifolia,,Gouania,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gouania velutina,,Gouania,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gouania virgata,,Gouania,,,vine,1,FALSE,FALSE,FALSE,FALSE
Gouinia barbata,,Gouinia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gouinia brasiliensis,,Gouinia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gouinia cearensis,,Gouinia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gouinia gracilis,,Gouinia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gouinia guatemalensis,,Gouinia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gouinia isabelensis,,Gouinia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gouinia latifolia,,Gouinia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gouinia mexicana,,Gouinia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gouinia papillosa,,Gouinia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gouinia paraguayensis,,Gouinia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gouinia tortuosa,,Gouinia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Gouinia virgata,,Gouinia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Goupia glabra,,Goupia,,,tree,9,FALSE,FALSE,FALSE,FALSE
Govenia capitata,,Govenia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Govenia ciliilabia,,Govenia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Govenia floridana,,Govenia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Govenia lagenophora,,Govenia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Govenia matudae,,Govenia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Govenia mutica,,Govenia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Govenia platyglossa,,Govenia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Govenia powellii,,Govenia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Govenia quadriplicata,,Govenia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Govenia superba,,Govenia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Govenia tingens,,Govenia,,,herb,1,FALSE,FALSE,FALSE,FALSE
Grabowskia duplicata,,Grabowskia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Grabowskia geniculata,,Grabowskia,,,tree,1,FALSE,FALSE,FALSE,FALSE
Grabowskia schizocalyx,,Grabowskia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Graffenrieda anomala,,Graffenrieda,,,tree,2,TRUE,FALSE,FALSE,FALSE
Graffenrieda bella,,Graffenrieda,,,tree,1,FALSE,FALSE,FALSE,FALSE
Graffenrieda calyptrelloides,,Graffenrieda,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Graffenrieda colombiana,,Graffenrieda,,,tree,1,FALSE,FALSE,FALSE,FALSE
Graffenrieda conostegioides,,Graffenrieda,,,tree,1,FALSE,FALSE,FALSE,FALSE
Graffenrieda cucullata,,Graffenrieda,,,tree,1,FALSE,FALSE,FALSE,FALSE
Graffenrieda emarginata,,Graffenrieda,,,tree,5,FALSE,FALSE,FALSE,FALSE
Graffenrieda galeottii,,Graffenrieda,,,tree,14,FALSE,FALSE,FALSE,FALSE
Graffenrieda gracilis,,Graffenrieda,,,tree,5,FALSE,FALSE,FALSE,FALSE
Graffenrieda grandifolia,,Graffenrieda,,,tree,1,FALSE,FALSE,FALSE,FALSE
Graffenrieda harlingii,,Graffenrieda,,,tree,1,FALSE,FALSE,FALSE,FALSE
Graffenrieda intermedia,,Graffenrieda,,,tree,1,FALSE,FALSE,FALSE,FALSE
Graffenrieda latifolia,,Graffenrieda,,,tree,1,FALSE,FALSE,FALSE,FALSE
Graffenrieda limbata,,Graffenrieda,,,tree,181,FALSE,FALSE,FALSE,FALSE
Graffenrieda miconioides,,Graffenrieda,,,tree,1,FALSE,FALSE,FALSE,FALSE
Graffenrieda micrantha,,Graffenrieda,,,tree,1,FALSE,FALSE,FALSE,FALSE
Graffenrieda rotundifolia,,Graffenrieda,,,tree,1,FALSE,FALSE,FALSE,FALSE
Graffenrieda santamartensis,,Graffenrieda,,,tree,1,FALSE,FALSE,FALSE,FALSE
Graffenrieda scandens,,Graffenrieda,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Grahamia bracteata,,Grahamia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Grajalesia fasciculata,,Grajalesia,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Grammadenia sintenisii,,Grammadenia,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Grammatophyllum scriptum,,Grammatophyllum,,,herb,1,FALSE,FALSE,FALSE,FALSE
Grammatophyllum speciosum,,Grammatophyllum,,,herb,1,FALSE,FALSE,FALSE,FALSE
Grammitis adspersa,,Grammitis,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Grammitis apiculata,,Grammitis,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Grammitis asplenifolia,,Grammitis,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Grammitis aspleniifolia,,Grammitis,,,herb,1,FALSE,FALSE,FALSE,FALSE
Grammitis baldwinii,,Grammitis,,,herb,1,FALSE,FALSE,FALSE,FALSE
Grammitis barbatula,,Grammitis,,,herb,1,FALSE,FALSE,FALSE,FALSE
Grammitis billardierei,,Grammitis,,,herb,38,FALSE,FALSE,FALSE,FALSE
Grammitis blanchetii,,Grammitis,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Grammitis blepharidea,,Grammitis,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Grammitis bryophila,,Grammitis,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Grammitis bufonis,,Grammitis,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Grammitis caucana,,Grammitis,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Grammitis flabelliformis,,Grammitis,,,herb,1,FALSE,FALSE,FALSE,FALSE
Grammitis forbesiana,,Grammitis,,,herb,1,FALSE,FALSE,FALSE,FALSE
Grammitis hessii,,Grammitis,,,herb,1,FALSE,FALSE,FALSE,FALSE
Grammitis heterophylla,,Grammitis,,,herb,1,FALSE,FALSE,FALSE,FALSE
Grammitis hookeri,,Grammitis,,,herb,1,FALSE,FALSE,FALSE,FALSE
Grammitis leptopoda,,Grammitis,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Grammitis marginella,,Grammitis,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Grammitis mayoris,,Grammitis,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Grammitis melanosticta,,Grammitis,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Grammitis minor,,Grammitis,,,herb,1,FALSE,FALSE,FALSE,FALSE
Grammitis moniliformis,,Grammitis,,,herb,1,FALSE,FALSE,FALSE,FALSE
Grammitis nimbata,,Grammitis,,,herb,1,FALSE,FALSE,FALSE,FALSE
Grammitis peritimundi,,Grammitis,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Grammitis plicata,,Grammitis,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Grammitis sinuosa,,Grammitis,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Grammitis staheliana,,Grammitis,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Grammitis stenophylla,,Grammitis,,,herb,1,FALSE,FALSE,FALSE,FALSE
Grammitis subsessilis,,Grammitis,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Grammitis taxifolia,,Grammitis,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Grammitis tenella,,Grammitis,,,herb,1,FALSE,FALSE,FALSE,FALSE
Grammitis trichomanoides,,Grammitis,,,herb,1,FALSE,FALSE,FALSE,FALSE
Grammitis truncicola,,Grammitis,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Grammitis xiphopteroides,,Grammitis,,,unknown,1,FALSE,FALSE,FALSE,FALSE
Grangea maderaspatana,,Grangea,,,herb,2,TRUE,FALSE,FALSE,FALSE
Grangeria borbonica,,Grangeria,,,tree,8,FALSE,FALSE,FALSE,FALSE
Granitites intangendus,,Granitites,,,shrub,1,FALSE,FALSE,FALSE,FALSE
Graphephorum melicoides,,Graphephorum,,,herb,1,FALSE,FALSE,FALSE,FALSE
Graphephorum wolfii,,Graphephorum,,,herb,1,FALSE,FALSE,FALSE,FALSE
Graphorchis lurida,,Graphorchis,,,herb,1,FALSE,FALSE,FALSE,FALSE
Graphorkis callichroma,,Graphorkis,,,herb,1,FALSE,FALSE,FALSE,FALSE
Graphorkis clavicornis,,Graphorkis,,,herb,1,FALSE,FALSE,FALSE,FALSE
