species_name,family,genus,growth_form_canonical,rho_mean,rho_sd,rho_n,rho_match_level,rho_source
Eragrostis ambleia,,Eragrostis,herb,,,,none,
Eragrostis ambohibengensis,,Eragrostis,unknown,,,,none,
Eragrostis ambositrensis,,Eragrostis,unknown,,,,none,
Eragrostis ambrensis,,Eragrostis,unknown,,,,none,
Eragrostis anacrantha,,Eragrostis,unknown,,,,none,
Eragrostis andicola,,Eragrostis,herb,,,,none,
Eragrostis annulata,,Eragrostis,herb,,,,none,
Eragrostis aquatica,,Eragrostis,unknown,,,,none,
Eragrostis arenicola,,Eragrostis,herb,,,,none,
Eragrostis aristata,,Eragrostis,herb,,,,none,
Eragrostis articulata,,Eragrostis,herb,,,,none,
Eragrostis aspera,,Eragrostis,herb,,,,none,
Eragrostis astrepta,,Eragrostis,herb,,,,none,
Eragrostis atropioides,,Eragrostis,herb,,,,none,
Eragrostis atrovirens,,Eragrostis,graminoid,,,,none,
Eragrostis attenuata,,Eragrostis,herb,,,,none,
Eragrostis aurorae,,Eragrostis,unknown,,,,none,
Eragrostis australasica,,Eragrostis,herb,,,,none,
Eragrostis autumnalis,,Eragrostis,herb,,,,none,
Eragrostis bahamensis,,Eragrostis,herb,,,,none,
Eragrostis bahiensis,,Eragrostis,herb,,,,none,
Eragrostis barbinodis,,Eragrostis,herb,,,,none,
Eragrostis barrelieri,,Eragrostis,herb,,,,none,
Eragrostis barteri,,Eragrostis,herb,,,,none,
Eragrostis basedowii,,Eragrostis,herb,,,,none,
Eragrostis bemarivensis,,Eragrostis,unknown,,,,none,
Eragrostis benthamii,,Eragrostis,herb,,,,none,
Eragrostis bergiana,,Eragrostis,herb,,,,none,
Eragrostis berteroniana,,Eragrostis,herb,,,,none,
Eragrostis betsileensis,,Eragrostis,herb,,,,none,
Eragrostis bicolor,,Eragrostis,herb,,,,none,
Eragrostis biflora,,Eragrostis,herb,,,,none,
Eragrostis blepharostachya,,Eragrostis,unknown,,,,none,
Eragrostis boinensis,,Eragrostis,unknown,,,,none,
Eragrostis boivinii,,Eragrostis,unknown,,,,none,
Eragrostis botryodes,,Eragrostis,herb,,,,none,
Eragrostis brainii,,Eragrostis,herb,,,,none,
Eragrostis braunii,,Eragrostis,herb,,,,none,
Eragrostis brizantha,,Eragrostis,herb,,,,none,
Eragrostis brizoides,,Eragrostis,unknown,,,,none,
Eragrostis brownei,,Eragrostis,unknown,,,,none,
Eragrostis brownii,,Eragrostis,graminoid,,,,none,
Eragrostis caesia,,Eragrostis,herb,,,,none,
Eragrostis caespitosa,,Eragrostis,herb,,,,none,
Eragrostis camerunensis,,Eragrostis,herb,,,,none,
Eragrostis canescens,,Eragrostis,unknown,,,,none,
Eragrostis caniflora,,Eragrostis,unknown,,,,none,
Eragrostis capensis,,Eragrostis,herb,,,,none,
Eragrostis capillaris,,Eragrostis,unknown,,,,none,
Eragrostis capitula,,Eragrostis,herb,,,,none,
Eragrostis capitulifera,,Eragrostis,herb,,,,none,
Eragrostis capuronii,,Eragrostis,herb,,,,none,
Eragrostis cassa,,Eragrostis,herb,,,,none,
Eragrostis castellaneana,,Eragrostis,unknown,,,,none,
Eragrostis cataclasta,,Eragrostis,herb,,,,none,
Eragrostis cenolepis,,Eragrostis,herb,,,,none,
Eragrostis cernua,,Eragrostis,unknown,,,,none,
Eragrostis chabouisii,,Eragrostis,herb,,,,none,
Eragrostis chalarothyrsos,,Eragrostis,herb,,,,none,
Eragrostis chapelieri,,Eragrostis,herb,,,,none,
Eragrostis chiquitaniensis,,Eragrostis,herb,,,,none,
Eragrostis cilianensis,,Eragrostis,graminoid,,,,none,
Eragrostis ciliaris,,Eragrostis,herb,,,,none,
Eragrostis ciliata,,Eragrostis,herb,,,,none,
Eragrostis cimicina,,Eragrostis,herb,,,,none,
Eragrostis cinniformis,,Eragrostis,unknown,,,,none,
Eragrostis coarctata,,Eragrostis,herb,,,,none,
Eragrostis coerulea,,Eragrostis,unknown,,,,none,
Eragrostis collina,,Eragrostis,herb,,,,none,
Eragrostis comptonii,,Eragrostis,herb,,,,none,
Eragrostis concinna,,Eragrostis,herb,,,,none,
Eragrostis condensata,,Eragrostis,unknown,,,,none,
Eragrostis conertii,,Eragrostis,unknown,,,,none,
Eragrostis confertiflora,,Eragrostis,herb,,,,none,
Eragrostis congesta,,Eragrostis,herb,,,,none,
Eragrostis contrerasii,,Eragrostis,herb,,,,none,
Eragrostis crassinervis,,Eragrostis,herb,,,,none,
Eragrostis crateriformis,,Eragrostis,herb,,,,none,
Eragrostis cubensis,,Eragrostis,herb,,,,none,
Eragrostis cumingii,,Eragrostis,herb,,,,none,
Eragrostis curtipedicellata,,Eragrostis,herb,,,,none,
Eragrostis curvula,,Eragrostis,graminoid,,,,none,
Eragrostis cylindrica,,Eragrostis,herb,,,,none,
Eragrostis cylindriflora,,Eragrostis,herb,,,,none,
Eragrostis decumbens,,Eragrostis,unknown,,,,none,
Eragrostis deflexa,,Eragrostis,herb,,,,none,
Eragrostis desertorum,,Eragrostis,herb,,,,none,
Eragrostis desolata,,Eragrostis,herb,,,,none,
Eragrostis dielsii,,Eragrostis,unknown,,,,none,
Eragrostis dinteri,,Eragrostis,herb,,,,none,
Eragrostis domingensis,,Eragrostis,unknown,,,,none,
Eragrostis ecarinata,,Eragrostis,herb,,,,none,
Eragrostis echinochloidea,,Eragrostis,herb,,,,none,
Eragrostis egregia,,Eragrostis,unknown,,,,none,
Eragrostis elatior,,Eragrostis,unknown,,,,none,
Eragrostis elegantissima,,Eragrostis,herb,,,,none,
Eragrostis elliottii,,Eragrostis,herb,,,,none,
Eragrostis elongata,,Eragrostis,graminoid,,,,none,
Eragrostis eriopoda,,Eragrostis,unknown,,,,none,
Eragrostis erosa,,Eragrostis,herb,,,,none,
Eragrostis exasperata,,Eragrostis,unknown,,,,none,
Eragrostis excelsa,,Eragrostis,herb,,,,none,
Eragrostis exelliana,,Eragrostis,herb,,,,none,
Eragrostis exigua,,Eragrostis,herb,,,,none,
Eragrostis falcata,,Eragrostis,herb,,,,none,
Eragrostis fallax,,Eragrostis,herb,,,,none,
Eragrostis fastigiata,,Eragrostis,unknown,,,,none,
Eragrostis fauriei,,Eragrostis,herb,,,,none,
Eragrostis fenshamii,,Eragrostis,unknown,,,,none,
Eragrostis ferruginea,,Eragrostis,herb,,,,none,
Eragrostis filicaulis,,Eragrostis,herb,,,,none,
Eragrostis filiformis,,Eragrostis,unknown,,,,none,
Eragrostis flavicans,,Eragrostis,unknown,,,,none,
Eragrostis frankii,,Eragrostis,herb,,,,none,
Eragrostis friesii,,Eragrostis,unknown,,,,none,
Eragrostis gangetica,,Eragrostis,graminoid,,,,none,
Eragrostis glandulosa,,Eragrostis,herb,,,,none,
Eragrostis glandulosipedata,,Eragrostis,herb,,,,none,
Eragrostis gloeodes,,Eragrostis,herb,,,,none,
Eragrostis glomerata,,Eragrostis,unknown,,,,none,
Eragrostis glutinosa,,Eragrostis,herb,,,,none,
Eragrostis grandis,,Eragrostis,herb,,,,none,
Eragrostis guatemalensis,,Eragrostis,herb,,,,none,
Eragrostis guianensis,,Eragrostis,herb,,,,none,
Eragrostis gummiflua,,Eragrostis,herb,,,,none,
Eragrostis habrantha,,Eragrostis,herb,,,,none,
Eragrostis hackelii,,Eragrostis,unknown,,,,none,
Eragrostis hainanensis,,Eragrostis,herb,,,,none,
Eragrostis heteromera,,Eragrostis,herb,,,,none,
Eragrostis hierniana,,Eragrostis,herb,,,,none,
Eragrostis hildebrandtii,,Eragrostis,unknown,,,,none,
Eragrostis hirsuta,,Eragrostis,herb,,,,none,
Eragrostis hirta,,Eragrostis,herb,,,,none,
Eragrostis hirticaulis,,Eragrostis,herb,,,,none,
Eragrostis hispida,,Eragrostis,herb,,,,none,
Eragrostis homblei,,Eragrostis,unknown,,,,none,
Eragrostis homomalla,,Eragrostis,herb,,,,none,
Eragrostis hondurensis,,Eragrostis,herb,,,,none,
Eragrostis hugoniana,,Eragrostis,unknown,,,,none,
Eragrostis humbertii,,Eragrostis,herb,,,,none,
Eragrostis humidicola,,Eragrostis,unknown,,,,none,
Eragrostis hypnoides,,Eragrostis,herb,,,,none,
Eragrostis inamoena,,Eragrostis,herb,,,,none,
Eragrostis incrassata,,Eragrostis,herb,,,,none,
Eragrostis infecunda,,Eragrostis,herb,,,,none,
Eragrostis intermedia,,Eragrostis,herb,,,,none,
Eragrostis interrupta,,Eragrostis,graminoid,,,,none,
Eragrostis invalida,,Eragrostis,herb,,,,none,
Eragrostis jacobsiana,,Eragrostis,unknown,,,,none,
Eragrostis japonica,,Eragrostis,graminoid,,,,none,
Eragrostis jeffreysii,,Eragrostis,herb,,,,none,
Eragrostis jerichoensis,,Eragrostis,unknown,,,,none,
Eragrostis kennedyae,,Eragrostis,herb,,,,none,
Eragrostis kuchariana,,Eragrostis,herb,,,,none,
Eragrostis lacunaria,,Eragrostis,herb,,,,none,
Eragrostis laevissima,,Eragrostis,herb,,,,none,
Eragrostis lamprospicula,,Eragrostis,unknown,,,,none,
Eragrostis lanicaulis,,Eragrostis,herb,,,,none,
Eragrostis laniflora,,Eragrostis,herb,,,,none,
Eragrostis lanipes,,Eragrostis,herb,,,,none,
Eragrostis lappula,,Eragrostis,graminoid,,,,none,
Eragrostis lasioclada,,Eragrostis,herb,,,,none,
Eragrostis lateritica,,Eragrostis,herb,,,,none,
Eragrostis lehmanniana,,Eragrostis,herb,,,,none,
Eragrostis lepida,,Eragrostis,herb,,,,none,
Eragrostis leptocarpa,,Eragrostis,herb,,,,none,
Eragrostis leptophylla,,Eragrostis,herb,,,,none,
Eragrostis leptostachya,,Eragrostis,herb,,,,none,
Eragrostis leptotricha,,Eragrostis,unknown,,,,none,
Eragrostis leucosticta,,Eragrostis,herb,,,,none,
Eragrostis linearis,,Eragrostis,unknown,,,,none,
Eragrostis lingulata,,Eragrostis,unknown,,,,none,
Eragrostis longipedicellata,,Eragrostis,herb,,,,none,
Eragrostis longiramea,,Eragrostis,unknown,,,,none,
Eragrostis longispicula,,Eragrostis,unknown,,,,none,
Eragrostis lugens,,Eragrostis,herb,,,,none,
Eragrostis lurida,,Eragrostis,herb,,,,none,
Eragrostis lutescens,,Eragrostis,herb,,,,none,
Eragrostis mabrana,,Eragrostis,unknown,,,,none,
Eragrostis macilenta,,Eragrostis,herb,,,,none,
Eragrostis macrochlamys,,Eragrostis,graminoid,,,,none,
Eragrostis macrothyrsa,,Eragrostis,herb,,,,none,
Eragrostis magna,,Eragrostis,herb,,,,none,
Eragrostis mahrana,,Eragrostis,herb,,,,none,
Eragrostis mairei,,Eragrostis,unknown,,,,none,
Eragrostis majungensis,,Eragrostis,unknown,,,,none,
Eragrostis mandrarensis,,Eragrostis,unknown,,,,none,
Eragrostis maypurensis,,Eragrostis,herb,,,,none,
Eragrostis megalosperma,,Eragrostis,herb,,,,none,
Eragrostis membranacea,,Eragrostis,herb,,,,none,
Eragrostis mexicana,,Eragrostis,herb,,,,none,
Eragrostis micrantha,,Eragrostis,herb,,,,none,
Eragrostis microcarpa,,Eragrostis,herb,,,,none,
Eragrostis microsperma,,Eragrostis,unknown,,,,none,
Eragrostis mildbraedii,,Eragrostis,unknown,,,,none,
Eragrostis milnei,,Eragrostis,unknown,,,,none,
Eragrostis minor,,Eragrostis,herb,,,,none,
Eragrostis moggii,,Eragrostis,unknown,,,,none,
Eragrostis mokensis,,Eragrostis,herb,,,,none,
Eragrostis mollior,,Eragrostis,unknown,,,,none,
Eragrostis montana,,Eragrostis,herb,,,,none,
Eragrostis monticola,,Eragrostis,herb,,,,none,
Eragrostis montufarii,,Eragrostis,unknown,,,,none,
Eragrostis muerensis,,Eragrostis,unknown,,,,none,
Eragrostis multicaulis,,Eragrostis,herb,,,,none,
Eragrostis namaquensis,,Eragrostis,unknown,,,,none,
Eragrostis neesii,,Eragrostis,herb,,,,none,
Eragrostis nevinii,,Eragrostis,herb,,,,none,
Eragrostis nigra,,Eragrostis,herb,,,,none,
Eragrostis nigricans,,Eragrostis,herb,,,,none,
Eragrostis niihauensis,,Eragrostis,herb,,,,none,
Eragrostis nindensis,,Eragrostis,herb,,,,none,
Eragrostis nutans,,Eragrostis,herb,,,,none,
Eragrostis obtusa,,Eragrostis,herb,,,,none,
Eragrostis obtusiflora,,Eragrostis,herb,,,,none,
Eragrostis olida,,Eragrostis,herb,,,,none,
Eragrostis oligostachya,,Eragrostis,unknown,,,,none,
Eragrostis olivacea,,Eragrostis,herb,,,,none,
Eragrostis omahekensis,,Eragrostis,herb,,,,none,
Eragrostis oreophila,,Eragrostis,unknown,,,,none,
Eragrostis orthoclada,,Eragrostis,herb,,,,none,
Eragrostis pallens,,Eragrostis,herb,,,,none,
Eragrostis palmeri,,Eragrostis,herb,,,,none,
Eragrostis paniciformis,,Eragrostis,herb,,,,none,
Eragrostis papposa,,Eragrostis,herb,,,,none,
Eragrostis paradoxa,,Eragrostis,unknown,,,,none,
Eragrostis parviflora,,Eragrostis,herb,,,,none,
Eragrostis pastoensis,,Eragrostis,herb,,,,none,
Eragrostis patens,,Eragrostis,herb,,,,none,
Eragrostis patentipilosa,,Eragrostis,herb,,,,none,
Eragrostis patentissima,,Eragrostis,herb,,,,none,
Eragrostis patula,,Eragrostis,herb,,,,none,
Eragrostis paupera,,Eragrostis,unknown,,,,none,
Eragrostis pectinacea,,Eragrostis,herb,,,,none,
Eragrostis perbella,,Eragrostis,herb,,,,none,
Eragrostis perennans,,Eragrostis,herb,,,,none,
Eragrostis perennis,,Eragrostis,herb,,,,none,
Eragrostis pergracilis,,Eragrostis,herb,,,,none,
Eragrostis perplexa,,Eragrostis,unknown,,,,none,
Eragrostis perrieri,,Eragrostis,unknown,,,,none,
Eragrostis peruviana,,Eragrostis,herb,,,,none,
Eragrostis petraea,,Eragrostis,herb,,,,none,
Eragrostis petrensis,,Eragrostis,unknown,,,,none,
Eragrostis phyllacantha,,Eragrostis,unknown,,,,none,
Eragrostis pilgeri,,Eragrostis,herb,,,,none,
Eragrostis pilgeriana,,Eragrostis,herb,,,,none,
Eragrostis pilosa,,Eragrostis,herb,,,,none,
Eragrostis pilosissima,,Eragrostis,herb,,,,none,
Eragrostis pilosiuscula,,Eragrostis,herb,,,,none,
Eragrostis plana,,Eragrostis,herb,,,,none,
Eragrostis planiculmis,,Eragrostis,herb,,,,none,
Eragrostis plumbea,,Eragrostis,herb,,,,none,
Eragrostis plurigluma,,Eragrostis,unknown,,,,none,
Eragrostis plurinodis,,Eragrostis,herb,,,,none,
Eragrostis poaeoides,,Eragrostis,unknown,,,,none,
Eragrostis pobeguinii,,Eragrostis,unknown,,,,none,
Eragrostis poculiformis,,Eragrostis,unknown,,,,none,
Eragrostis polytricha,,Eragrostis,herb,,,,none,
Eragrostis porosa,,Eragrostis,herb,,,,none,
Eragrostis potamophila,,Eragrostis,herb,,,,none,
Eragrostis pringlei,,Eragrostis,herb,,,,none,
Eragrostis procumbens,,Eragrostis,herb,,,,none,
Eragrostis prolifera,,Eragrostis,herb,,,,none,
Eragrostis propinqua,,Eragrostis,unknown,,,,none,
Eragrostis psammophila,,Eragrostis,herb,,,,none,
Eragrostis pseudobtusa,,Eragrostis,unknown,,,,none,
Eragrostis pseudopoa,,Eragrostis,unknown,,,,none,
Eragrostis pubescens,,Eragrostis,herb,,,,none,
Eragrostis purpurascens,,Eragrostis,herb,,,,none,
Eragrostis pusilla,,Eragrostis,unknown,,,,none,
Eragrostis pycnantha,,Eragrostis,herb,,,,none,
Eragrostis pycnostachys,,Eragrostis,unknown,,,,none,
Eragrostis racemosa,,Eragrostis,herb,,,,none,
Eragrostis raynaliana,,Eragrostis,herb,,,,none,
Eragrostis refracta,,Eragrostis,herb,,,,none,
Eragrostis rejuvenescens,,Eragrostis,unknown,,,,none,
Eragrostis remotiflora,,Eragrostis,herb,,,,none,
Eragrostis reptans,,Eragrostis,herb,,,,none,
Eragrostis retinens,,Eragrostis,herb,,,,none,
Eragrostis rigidior,,Eragrostis,herb,,,,none,
Eragrostis rigidiuscula,,Eragrostis,herb,,,,none,
Eragrostis riparia,,Eragrostis,herb,,,,none,
Eragrostis rogersii,,Eragrostis,herb,,,,none,
Eragrostis rojasii,,Eragrostis,herb,,,,none,
Eragrostis rotifer,,Eragrostis,herb,,,,none,
Eragrostis rufescens,,Eragrostis,herb,,,,none,
Eragrostis rufinerva,,Eragrostis,herb,,,,none,
Eragrostis sabulosa,,Eragrostis,graminoid,,,,none,
Eragrostis sambiranensis,,Eragrostis,unknown,,,,none,
Eragrostis sarmentosa,,Eragrostis,herb,,,,none,
Eragrostis scabriflora,,Eragrostis,herb,,,,none,
Eragrostis scaligera,,Eragrostis,herb,,,,none,
Eragrostis schultzii,,Eragrostis,herb,,,,none,
Eragrostis schweinfurthii,,Eragrostis,herb,,,,none,
Eragrostis sclerantha,,Eragrostis,unknown,,,,none,
Eragrostis sclerophylla,,Eragrostis,herb,,,,none,
Eragrostis scotelliana,,Eragrostis,herb,,,,none,
Eragrostis secundiflora,,Eragrostis,graminoid,,,,none,
Eragrostis seminuda,,Eragrostis,herb,,,,none,
Eragrostis sennii,,Eragrostis,herb,,,,none,
Eragrostis sessilispica,,Eragrostis,herb,,,,none,
Eragrostis setifolia,,Eragrostis,unknown,,,,none,
Eragrostis setulifera,,Eragrostis,unknown,,,,none,
Eragrostis silveana,,Eragrostis,herb,,,,none,
Eragrostis simpliciflora,,Eragrostis,herb,,,,none,
Eragrostis solida,,Eragrostis,herb,,,,none,
Eragrostis soratensis,,Eragrostis,herb,,,,none,
Eragrostis sororia,,Eragrostis,herb,,,,none,
Eragrostis spartinoides,,Eragrostis,unknown,,,,none,
Eragrostis speciosa,,Eragrostis,herb,,,,none,
Eragrostis spectabilis,,Eragrostis,herb,,,,none,
Eragrostis spicata,,Eragrostis,herb,,,,none,
Eragrostis squamata,,Eragrostis,unknown,,,,none,
Eragrostis stagnalis,,Eragrostis,herb,,,,none,
Eragrostis stapfii,,Eragrostis,herb,,,,none,
Eragrostis stenophylla,,Eragrostis,unknown,,,,none,
Eragrostis stenostachya,,Eragrostis,herb,,,,none,
Eragrostis sterilis,,Eragrostis,herb,,,,none,
Eragrostis stolonifera,,Eragrostis,unknown,,,,none,
Eragrostis subaequiglumis,,Eragrostis,unknown,,,,none,
Eragrostis subglandulosa,,Eragrostis,unknown,,,,none,
Eragrostis subsecunda,,Eragrostis,herb,,,,none,
Eragrostis subtilis,,Eragrostis,herb,,,,none,
Eragrostis superba,,Eragrostis,herb,,,,none,
Eragrostis surreyana,,Eragrostis,unknown,,,,none,
Eragrostis swallenii,,Eragrostis,herb,,,,none,
Eragrostis sylviae,,Eragrostis,unknown,,,,none,
Eragrostis tef,,Eragrostis,herb,,,,none,
Eragrostis tenax,,Eragrostis,unknown,,,,none,
Eragrostis tenella,,Eragrostis,herb,,,,none,
Eragrostis tenellula,,Eragrostis,herb,,,,none,
Eragrostis tenuifolia,,Eragrostis,herb,,,,none,
Eragrostis tephrosanthos,,Eragrostis,herb,,,,none,
Eragrostis terecaulis,,Eragrostis,herb,,,,none,
Eragrostis thollonii,,Eragrostis,unknown,,,,none,
Eragrostis tincta,,Eragrostis,unknown,,,,none,
Eragrostis trachyantha,,Eragrostis,herb,,,,none,
Eragrostis trachycarpa,,Eragrostis,herb,,,,none,
Eragrostis tracyi,,Eragrostis,unknown,,,,none,
Eragrostis tremula,,Eragrostis,graminoid,,,,none,
Eragrostis triangularis,,Eragrostis,herb,,,,none,
Eragrostis trichocolea,,Eragrostis,herb,,,,none,
Eragrostis trichodes,,Eragrostis,herb,,,,none,
Eragrostis trichophora,,Eragrostis,herb,,,,none,
Eragrostis tridentata,,Eragrostis,herb,,,,none,
Eragrostis trimucronata,,Eragrostis,unknown,,,,none,
Eragrostis triquetra,,Eragrostis,herb,,,,none,
Eragrostis truncata,,Eragrostis,herb,,,,none,
Eragrostis turgida,,Eragrostis,herb,,,,none,
Eragrostis unioloides,,Eragrostis,graminoid,,,,none,
Eragrostis usambarensis,,Eragrostis,unknown,,,,none,
Eragrostis uvida,,Eragrostis,herb,,,,none,
Eragrostis uzondoiensis,,Eragrostis,unknown,,,,none,
Eragrostis vacillans,,Eragrostis,unknown,,,,none,
Eragrostis variabilis,,Eragrostis,herb,,,,none,
Eragrostis variegata,,Eragrostis,unknown,,,,none,
Eragrostis venustula,,Eragrostis,unknown,,,,none,
Eragrostis vernix,,Eragrostis,herb,,,,none,
Eragrostis viguieri,,Eragrostis,unknown,,,,none,
Eragrostis virescens,,Eragrostis,herb,,,,none,
Eragrostis viscosa,,Eragrostis,graminoid,,,,none,
Eragrostis volkensii,,Eragrostis,herb,,,,none,
Eragrostis weberbaueri,,Eragrostis,herb,,,,none,
Eragrostis welwitschii,,Eragrostis,herb,,,,none,
Eragrostis xerophila,,Eragrostis,herb,,,,none,
Eragrostis zeylanica,,Eragrostis,unknown,,,,none,
Eranthemum austrosinense,,Eranthemum,unknown,,,,none,
Eranthemum capense,,Eranthemum,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Eranthemum ciliatum,,Eranthemum,unknown,,,,none,
Eranthemum crenulatum,,Eranthemum,unknown,,,,none,
Eranthemum macrophyllum,,Eranthemum,unknown,,,,none,
Eranthemum pubipetalum,,Eranthemum,unknown,,,,none,
Eranthemum pulchellum,,Eranthemum,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Eranthemum purpurascens,,Eranthemum,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Eranthemum roseum,,Eranthemum,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Eranthemum strictum,,Eranthemum,unknown,,,,none,
Eranthemum suffruticosum,,Eranthemum,unknown,,,,none,
Eranthemum tetragonum,,Eranthemum,unknown,,,,none,
Eranthemum variabile,,Eranthemum,unknown,,,,none,
Eranthemum wattii,,Eranthemum,unknown,,,,none,
Eranthis albiflora,,Eranthis,unknown,,,,none,
Eranthis hyemalis,,Eranthis,herb,,,,none,
Eranthis lobulata,,Eranthis,unknown,,,,none,
Eranthis longistipitata,,Eranthis,unknown,,,,none,
Eranthis pinnatifida,,Eranthis,unknown,,,,none,
Eranthis sibirica,,Eranthis,unknown,,,,none,
Eranthis stellata,,Eranthis,unknown,,,,none,
Erasanthe henrici,,Erasanthe,unknown,,,,none,
Erato costaricensis,,Erato,unknown,,,,none,
Erato polymnioides,,Erato,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Erato sodiroi,,Erato,unknown,,,,none,
Erato stenolepis,,Erato,unknown,,,,none,
Erato vulcanica,,Erato,unknown,,,,none,
Erblichia antsingyae,,Erblichia,unknown,,,,none,
Erblichia berneriana,,Erblichia,unknown,,,,none,
Erblichia integrifolia,,Erblichia,unknown,,,,none,
Erblichia madagascariensis,,Erblichia,unknown,,,,none,
Erblichia odorata,,Erblichia,tree,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Erblichia standleyi,,Erblichia,unknown,,,,none,
Ercilla spicata,,Ercilla,unknown,,,,none,
Erechtites glomerata,,Erechtites,unknown,,,,none,
Erechtites glomeratus,,Erechtites,herb,,,,none,
Erechtites goyazensis,,Erechtites,unknown,,,,none,
Erechtites hieracifolia,,Erechtites,herb,,,,none,
Erechtites hieraciifolia,,Erechtites,herb,,,,none,
Erechtites hieraciifolius,,Erechtites,herb,,,,none,
Erechtites ignobilis,,Erechtites,unknown,,,,none,
Erechtites leptanthus,,Erechtites,unknown,,,,none,
Erechtites minima,,Erechtites,herb,,,,none,
Erechtites minimus,,Erechtites,herb,,,,none,
Erechtites missionis,,Erechtites,unknown,,,,none,
Erechtites missionum,,Erechtites,unknown,,,,none,
Erechtites prenanthoides,,Erechtites,herb,,,,none,
Erechtites quadridentatus,,Erechtites,unknown,,,,none,
Erechtites valerianaefolia,,Erechtites,herb,,,,none,
Erechtites valerianifolia,,Erechtites,herb,,,,none,
Erechtites valerianifolius,,Erechtites,herb,,,,none,
Eremaea acutifolia,,Eremaea,unknown,,,,none,
Eremaea asterocarpa,,Eremaea,unknown,,,,none,
Eremaea atala,,Eremaea,unknown,,,,none,
Eremaea beaufortioides,,Eremaea,unknown,,,,none,
Eremaea blackwelliana,,Eremaea,unknown,,,,none,
Eremaea brevifolia,,Eremaea,unknown,,,,none,
Eremaea dendroidea,,Eremaea,unknown,,,,none,
Eremaea ebracteata,,Eremaea,unknown,,,,none,
Eremaea ectadioclada,,Eremaea,unknown,,,,none,
Eremaea fimbriata,,Eremaea,unknown,,,,none,
Eremaea hadra,,Eremaea,unknown,,,,none,
Eremaea pauciflora,,Eremaea,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Eremaea purpurea,,Eremaea,unknown,,,,none,
Eremaea violacea,,Eremaea,unknown,,,,none,
Eremaea x codonocarpa,,Eremaea,unknown,,,,none,
Eremaea x phoenicea,,Eremaea,unknown,,,,none,
Eremalche exilis,,Eremalche,herb,,,,none,
Eremalche parryi,,Eremalche,herb,,,,none,
Eremalche rotundifolia,,Eremalche,herb,,,,none,
Eremanthus arboreus,,Eremanthus,unknown,,,,none,
Eremanthus argenteus,,Eremanthus,unknown,,,,none,
Eremanthus auriculatus,,Eremanthus,unknown,,,,none,
Eremanthus bicolor,,Eremanthus,unknown,,,,none,
Eremanthus brasiliensis,,Eremanthus,unknown,,,,none,
Eremanthus brevifolius,,Eremanthus,unknown,,,,none,
Eremanthus capitatus,,Eremanthus,unknown,,,,none,
Eremanthus cinctus,,Eremanthus,unknown,,,,none,
Eremanthus crotonoides,,Eremanthus,unknown,,,,none,
Eremanthus elaeagnus,,Eremanthus,unknown,,,,none,
Eremanthus erythropappus,,Eremanthus,unknown,,,,none,
Eremanthus glomeratus,,Eremanthus,unknown,,,,none,
Eremanthus glomerulatus,,Eremanthus,tree,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Eremanthus goyazensis,,Eremanthus,tree,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Eremanthus graciellae,,Eremanthus,unknown,,,,none,
Eremanthus harleyi,,Eremanthus,unknown,,,,none,
Eremanthus hatschbachii,,Eremanthus,unknown,,,,none,
Eremanthus incanus,,Eremanthus,unknown,,,,none,
Eremanthus leucodendron,,Eremanthus,unknown,,,,none,
Eremanthus mattogrossensis,,Eremanthus,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Eremanthus mollis,,Eremanthus,unknown,,,,none,
Eremanthus ovatifolius,,Eremanthus,unknown,,,,none,
Eremanthus pabstii,,Eremanthus,unknown,,,,none,
Eremanthus pohlii,,Eremanthus,unknown,,,,none,
Eremanthus polycephalus,,Eremanthus,unknown,,,,none,
Eremanthus praetermissus,,Eremanthus,unknown,,,,none,
Eremanthus reflexo-auriculatus,,Eremanthus,unknown,,,,none,
Eremanthus rondoniensis,,Eremanthus,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Eremanthus santosii,,Eremanthus,unknown,,,,none,
Eremanthus seidelii,,Eremanthus,unknown,,,,none,
Eremanthus stellatus,,Eremanthus,unknown,,,,none,
Eremanthus uniflorus,,Eremanthus,unknown,,,,none,
Eremanthus veadeiroensis,,Eremanthus,unknown,,,,none,
Eremia brevifolia,,Eremia,unknown,,,,none,
Eremia peltata,,Eremia,unknown,,,,none,
Eremia recurvata,,Eremia,unknown,,,,none,
Eremiolirion amboense,,Eremiolirion,unknown,,,,none,
Eremitilla mexicana,,Eremitilla,unknown,,,,none,
