"scrubbed_species_binomial","trait_name","trait_value","unit","method","latitude","longitude","elevation_m","url_source","source_citation","project_pi","verbatim_family","verbatim_scientific_name","name_submitted","family_matched","name_matched","name_matched_author","higher_plant_group","tnrs_warning","matched_taxonomic_status","scrubbed_taxonomic_status","scrubbed_family","scrubbed_genus","scrubbed_specific_epithet","scrubbed_taxon_name_no_author","scrubbed_taxon_canonical","scrubbed_author","scrubbed_taxon_name_with_author","scrubbed_species_binomial_with_morphospecies","access","id"
"Pinus ponderosa","whole plant height","7.62","m",NA,40.713118,-120.837078,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19039518
"Pinus ponderosa","whole plant height","3.6576","m",NA,40.694328,-121.395278,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19039778
"Pinus ponderosa","whole plant height","16.764","m",NA,46.6342,-110.218201,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19064602
"Pinus ponderosa","whole plant height","10.3632","m",NA,42.593971,-121.009424,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19075178
"Pinus ponderosa","whole plant height","29.8704","m",NA,45.100488,-119.278409,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19075312
"Pinus ponderosa","whole plant height","8.2296","m",NA,34.441385,-110.737178,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19113566
"Pinus ponderosa","whole plant height","14.0208","m",NA,41.258742,-121.29459,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19114012
"Pinus ponderosa","whole plant height","10.668","m",NA,36.912793,-105.128533,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19146046
"Pinus ponderosa","whole plant height","17.3736","m",NA,42.963926,-121.454405,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19148776
"Pinus ponderosa","whole plant height","16.764","m",NA,43.542786,-120.901702,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19149926
"Pinus ponderosa","whole plant height","10.668","m",NA,46.863121,-116.669065,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19196240
"Pinus ponderosa","whole plant height","11.8872","m",NA,47.60125,-108.624722,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19206172
"Pinus ponderosa","whole plant height","15.5448","m",NA,46.764917,-108.984352,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19207527
"Pinus ponderosa","whole plant height","7.3152","m",NA,43.853692,-118.80835,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19217807
"Pinus ponderosa","whole plant height","28.6512","m",NA,44.341583,-120.287064,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19217894
"Pinus ponderosa","whole plant height","26.8224","m",NA,48.372838,-119.932023,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19235753
"Pinus ponderosa","whole plant height","28.6512","m",NA,43.806298,-115.762703,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19263938
"Pinus ponderosa","whole plant height","25","m",NA,39.3729408731347,-105.092628269837,NA,NA,NA,NA,NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",19271706
"Pinus ponderosa","whole plant height","2","m",NA,38.2678583216111,-105.253488701573,NA,NA,NA,NA,NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",19272041
"Pinus ponderosa","whole plant height","10.0584","m",NA,46.345298,-108.466196,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19274376
"Pinus ponderosa","whole plant height","20.7264","m",NA,42.547259,-121.884652,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19285332
"Pinus ponderosa","whole plant height","12.192","m",NA,42.99389,-122.768942,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19285530
"Pinus ponderosa","whole plant height","39.3192","m",NA,40.252702,-123.144736,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19317880
"Pinus ponderosa","whole plant height","12.8016","m",NA,45.454007,-106.989436,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19343202
"Pinus ponderosa","whole plant height","9.144","m",NA,46.803125,-107.228226,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19343213
"Pinus ponderosa","whole plant height","25","m",NA,39.5084611213724,-105.290867535478,NA,NA,NA,NA,NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",19362178
"Pinus ponderosa","whole plant height","16.4592","m",NA,47.815547,-118.316869,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19372457
"Pinus ponderosa","whole plant height","15.5448","m",NA,33.972043,-109.805627,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19390466
"Pinus ponderosa","whole plant height","35.3568","m",NA,40.045054,-122.721228,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19391628
"Pinus ponderosa","whole plant height","17.6784","m",NA,41.027063,-121.077526,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19391823
"Pinus ponderosa","whole plant height","19.812","m",NA,37.492477,-108.446033,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19393849
"Pinus ponderosa","whole plant height","10","m",NA,37.6540474870394,-109.86917235783,NA,NA,NA,NA,NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",19425849
"Pinus ponderosa","whole plant height","41.4528","m",NA,44.327501,-119.674746,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19426938
"Pinus ponderosa","whole plant height","20","m",NA,36.604811737835,-106.013778599436,NA,NA,NA,NA,NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",19427022
"Pinus ponderosa","whole plant height","25","m",NA,36.4848049156101,-106.029674304177,NA,NA,NA,NA,NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",19427106
"Pinus ponderosa","whole plant height","34.1376","m",NA,44.709699,-121.708571,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19427153
"Pinus ponderosa","whole plant height","17.0688","m",NA,48.12058,-118.648103,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19446004
"Pinus ponderosa","whole plant height","9.144","m",NA,33.98,-109.66,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19458091
"Pinus ponderosa","whole plant height","20","m",NA,38.1446009794232,-105.33603235988,NA,NA,NA,NA,NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",19477074
"Pinus ponderosa","whole plant height","13.4112","m",NA,47.597911,-107.320604,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19484103
"Pinus ponderosa","whole plant height","11.2776","m",NA,47.014909,-108.563112,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19485309
"Pinus ponderosa","whole plant height","14.9352","m",NA,36.183678,-108.9334,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19491805
"Pinus ponderosa","whole plant height","14.3256","m",NA,35.927126,-105.289884,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19491912
"Pinus ponderosa","whole plant height","12.8016","m",NA,36.460257,-112.228339,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19526183
"Pinus ponderosa","whole plant height","9.144","m",NA,35.373771,-111.816456,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19526223
"Pinus ponderosa","whole plant height","11.8872","m",NA,41.911557,-120.62376,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19527186
"Pinus ponderosa","whole plant height","11.5824","m",NA,44.900382,-114.401022,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19542740
"Pinus ponderosa","whole plant height","7.62","m",NA,44.404946,-120.555375,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19562673
"Pinus ponderosa","whole plant height","12.192","m",NA,41.502169,-122.670628,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19595316
"Pinus ponderosa","whole plant height","10","m",NA,37.4978297756051,-104.802591780561,NA,NA,NA,NA,NA,"Pinus ponderosa P.& C. Lawson","Pinaceae Pinus ponderosa P. & C. Lawson","Pinaceae","Pinus ponderosa","P. Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","P. Lawson & C. Lawson","Pinus ponderosa P. Lawson & C. Lawson","Pinus ponderosa","public",19619330
"Pinus ponderosa","whole plant height","15.8496","m",NA,47.553127,-108.281284,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19619763
"Pinus ponderosa","whole plant height","24.0792","m",NA,47.786669,-114.728768,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19620869
"Pinus ponderosa","whole plant height","7.9248","m",NA,36.197912,-105.102894,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19627627
"Pinus ponderosa","whole plant height","25.908","m",NA,46.287559,-120.947973,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19650317
"Pinus ponderosa","whole plant height","8.8392","m",NA,34.430143,-111.006848,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19668661
"Pinus ponderosa","whole plant height","16.764","m",NA,40.693634,-121.650927,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19669336
"Pinus ponderosa","whole plant height","11.5824","m",NA,39.738395,-121.381949,NA,NA,NA,"Greg Reams",NA,"Pinus ponderosa C. Lawson","Pinaceae Pinus ponderosa C. Lawson","Pinaceae","Pinus ponderosa","Lawson & C. Lawson","gymnosperms (conifers)",NA,"Accepted","Accepted","Pinaceae","Pinus","ponderosa","Pinus ponderosa","Pinus ponderosa","Lawson & C. Lawson","Pinus ponderosa Lawson & C. Lawson","Pinus ponderosa","public",19669892
