scrubbed_family,scrubbed_genus,scrubbed_species_binomial,trait_name,trait_value,unit,method,latitude,longitude,elevation_m,url_source,source_citation,project_pi,verbatim_family,verbatim_scientific_name,name_submitted,family_matched,name_matched,name_matched_author,higher_plant_group,tnrs_warning,matched_taxonomic_status,scrubbed_taxonomic_status,scrubbed_family.1,scrubbed_genus.1,scrubbed_specific_epithet,scrubbed_taxon_name_no_author,scrubbed_taxon_canonical,scrubbed_author,scrubbed_taxon_name_with_author,scrubbed_species_binomial_with_morphospecies,access,id
Cactaceae,Opuntia,Opuntia aequatorialis,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia aequatorialis,Cactaceae Opuntia aequatorialis,Cactaceae,Opuntia aequatorialis,Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,aequatorialis,Opuntia aequatorialis,Opuntia aequatorialis,Britton & Rose,Opuntia aequatorialis Britton & Rose,Opuntia aequatorialis,public,4563539
Cactaceae,Opuntia,Opuntia ammophila,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia ammophila,Cactaceae Opuntia ammophila,Cactaceae,Opuntia ammophila,Small,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,ammophila,Opuntia ammophila,Opuntia ammophila,Small,Opuntia ammophila Small,Opuntia ammophila,public,4563540
Cactaceae,Opuntia,Opuntia atrispina,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia atrispina,Cactaceae Opuntia atrispina,Cactaceae,Opuntia atrispina,Griffiths,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,atrispina,Opuntia atrispina,Opuntia atrispina,Griffiths,Opuntia atrispina Griffiths,Opuntia atrispina,public,4563541
Cactaceae,Opuntia,Opuntia ammophila,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia ammophila,Cactaceae Opuntia ammophila,Cactaceae,Opuntia ammophila,Small,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,ammophila,Opuntia ammophila,Opuntia ammophila,Small,Opuntia ammophila Small,Opuntia ammophila,public,4563542
Cactaceae,Opuntia,Opuntia atrocapensis,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia atrocapensis,Cactaceae Opuntia atrocapensis,Cactaceae,Opuntia atrocapensis,Small,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,atrocapensis,Opuntia atrocapensis,Opuntia atrocapensis,Small,Opuntia atrocapensis Small,Opuntia atrocapensis,public,4563546
Cactaceae,Opuntia,Opuntia arenaria,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia arenaria,Cactaceae Opuntia arenaria,Cactaceae,Opuntia arenaria,Engelm.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,arenaria,Opuntia arenaria,Opuntia arenaria,Engelm.,Opuntia arenaria Engelm.,Opuntia arenaria,public,4563547
Cactaceae,Opuntia,Opuntia arenaria,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia arenaria,Cactaceae Opuntia arenaria,Cactaceae,Opuntia arenaria,Engelm.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,arenaria,Opuntia arenaria,Opuntia arenaria,Engelm.,Opuntia arenaria Engelm.,Opuntia arenaria,public,4563548
Cactaceae,Opuntia,Opuntia atrispina,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia atrispina,Cactaceae Opuntia atrispina,Cactaceae,Opuntia atrispina,Griffiths,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,atrispina,Opuntia atrispina,Opuntia atrispina,Griffiths,Opuntia atrispina Griffiths,Opuntia atrispina,public,4563549
Cactaceae,Opuntia,Opuntia aureispina,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia aureispina,Cactaceae Opuntia aureispina,Cactaceae,Opuntia aureispina,(S. Brack & K.D. Heil) Pinkava & B.D. Parfitt,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,aureispina,Opuntia aureispina,Opuntia aureispina,(S. Brack & K.D. Heil) Pinkava & B.D. Parfitt,Opuntia aureispina (S. Brack & K.D. Heil) Pinkava & B.D. Parfitt,Opuntia aureispina,public,4563550
Cactaceae,Opuntia,Opuntia aureispina,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia aureispina,Cactaceae Opuntia aureispina,Cactaceae,Opuntia aureispina,(S. Brack & K.D. Heil) Pinkava & B.D. Parfitt,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,aureispina,Opuntia aureispina,Opuntia aureispina,(S. Brack & K.D. Heil) Pinkava & B.D. Parfitt,Opuntia aureispina (S. Brack & K.D. Heil) Pinkava & B.D. Parfitt,Opuntia aureispina,public,4563551
Cactaceae,Opuntia,Opuntia cantabrigiensis,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia cantabrigiensis,Cactaceae Opuntia cantabrigiensis,Cactaceae,Opuntia cantabrigiensis,Lynch,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,cantabrigiensis,Opuntia cantabrigiensis,Opuntia cantabrigiensis,Lynch,Opuntia cantabrigiensis Lynch,Opuntia cantabrigiensis,public,4563552
Cactaceae,Opuntia,Opuntia bentonii,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia bentonii,Cactaceae Opuntia bentonii,Cactaceae,Opuntia bentonii,Griffiths,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,bentonii,Opuntia bentonii,Opuntia bentonii,Griffiths,Opuntia bentonii Griffiths,Opuntia bentonii,public,4563553
Cactaceae,Opuntia,Opuntia chlorotica,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia chlorotica,Cactaceae Opuntia chlorotica,Cactaceae,Opuntia chlorotica,Engelm. & J.M. Bigelow,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,chlorotica,Opuntia chlorotica,Opuntia chlorotica,Engelm. & J.M. Bigelow,Opuntia chlorotica Engelm. & J.M. Bigelow,Opuntia chlorotica,public,4563554
Cactaceae,Opuntia,Opuntia canada,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia canada,Cactaceae Opuntia canada,Cactaceae,Opuntia canada,Griffiths,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,canada,Opuntia canada,Opuntia canada,Griffiths,Opuntia canada Griffiths,Opuntia canada,public,4563555
Cactaceae,Opuntia,Opuntia cantabrigiensis,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia cantabrigiensis,Cactaceae Opuntia cantabrigiensis,Cactaceae,Opuntia cantabrigiensis,Lynch,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,cantabrigiensis,Opuntia cantabrigiensis,Opuntia cantabrigiensis,Lynch,Opuntia cantabrigiensis Lynch,Opuntia cantabrigiensis,public,4563557
Cactaceae,Opuntia,Opuntia chlorotica,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia chlorotica,Cactaceae Opuntia chlorotica,Cactaceae,Opuntia chlorotica,Engelm. & J.M. Bigelow,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,chlorotica,Opuntia chlorotica,Opuntia chlorotica,Engelm. & J.M. Bigelow,Opuntia chlorotica Engelm. & J.M. Bigelow,Opuntia chlorotica,public,4563558
Cactaceae,Opuntia,Opuntia cubensis,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia cubensis,Cactaceae Opuntia cubensis,Cactaceae,Opuntia cubensis,Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,cubensis,Opuntia cubensis,Opuntia cubensis,Britton & Rose,Opuntia cubensis Britton & Rose,Opuntia cubensis,public,4563560
Cactaceae,Opuntia,Opuntia cubensis,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia cubensis,Cactaceae Opuntia cubensis,Cactaceae,Opuntia cubensis,Britton & Rose,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,cubensis,Opuntia cubensis,Opuntia cubensis,Britton & Rose,Opuntia cubensis Britton & Rose,Opuntia cubensis,public,4563561
Cactaceae,Opuntia,Opuntia cylindrica,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia cylindrica,Cactaceae Opuntia cylindrica,Cactaceae,Opuntia cylindrica,(Lam.) DC.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,cylindrica,Opuntia cylindrica,Opuntia cylindrica,(Lam.) DC.,Opuntia cylindrica (Lam.) DC.,Opuntia cylindrica,public,4563564
Cactaceae,Opuntia,Opuntia cylindrica,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia cylindrica,Cactaceae Opuntia cylindrica,Cactaceae,Opuntia cylindrica,(Lam.) DC.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,cylindrica,Opuntia cylindrica,Opuntia cylindrica,(Lam.) DC.,Opuntia cylindrica (Lam.) DC.,Opuntia cylindrica,public,4563565
Cactaceae,Opuntia,Opuntia decumbens,whole plant growth form,Herb,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia decumbens,Cactaceae Opuntia decumbens,Cactaceae,Opuntia decumbens,Salm-Dyck,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,decumbens,Opuntia decumbens,Opuntia decumbens,Salm-Dyck,Opuntia decumbens Salm-Dyck,Opuntia decumbens,public,4563566
Cactaceae,Opuntia,Opuntia decumbens,whole plant growth form diversity,Shrub_Herb,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia decumbens,Cactaceae Opuntia decumbens,Cactaceae,Opuntia decumbens,Salm-Dyck,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,decumbens,Opuntia decumbens,Opuntia decumbens,Salm-Dyck,Opuntia decumbens Salm-Dyck,Opuntia decumbens,public,4563567
Cactaceae,Opuntia,Opuntia delaetiana,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia delaetiana,Cactaceae Opuntia delaetiana,Cactaceae,Opuntia delaetiana,(F.A.C. Weber) Vaupel,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,delaetiana,Opuntia delaetiana,Opuntia delaetiana,(F.A.C. Weber) Vaupel,Opuntia delaetiana (F.A.C. Weber) Vaupel,Opuntia delaetiana,public,4563568
Cactaceae,Opuntia,Opuntia delaetiana,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia delaetiana,Cactaceae Opuntia delaetiana,Cactaceae,Opuntia delaetiana,(F.A.C. Weber) Vaupel,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,delaetiana,Opuntia delaetiana,Opuntia delaetiana,(F.A.C. Weber) Vaupel,Opuntia delaetiana (F.A.C. Weber) Vaupel,Opuntia delaetiana,public,4563569
Cactaceae,Opuntia,Opuntia densispina,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia densispina,Cactaceae Opuntia densispina,Cactaceae,Opuntia densispina,Ralston & Hilsenb.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,densispina,Opuntia densispina,Opuntia densispina,Ralston & Hilsenb.,Opuntia densispina Ralston & Hilsenb.,Opuntia densispina,public,4563570
Cactaceae,Opuntia,Opuntia densispina,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia densispina,Cactaceae Opuntia densispina,Cactaceae,Opuntia densispina,Ralston & Hilsenb.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,densispina,Opuntia densispina,Opuntia densispina,Ralston & Hilsenb.,Opuntia densispina Ralston & Hilsenb.,Opuntia densispina,public,4563571
Cactaceae,Opuntia,Opuntia dillenii,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Opuntia dillenii,Cactaceae Opuntia dillenii,Cactaceae,Opuntia dillenii,(Ker Gawl.) Haw.,flowering plants,,Accepted,Accepted,Cactaceae,Opuntia,dillenii,Opuntia dillenii,Opuntia dillenii,(Ker Gawl.) Haw.,Opuntia dillenii (Ker Gawl.) Haw.,Opuntia dillenii,public,4563572
